Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,NAVY/WHITE,8,1108812,H,WCD020,5052123998257,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,NAVY/WHITE,12,1108813,H,WCD020,5052123998264,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,NAVY/WHITE,18,1108816,H,WCD020,5052123998295,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHITE/CLAS,12,1108820,H,WCD020,5052123998332,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHITE/CLAS,14,1108821,H,WCD020,5052123998349,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
MIA JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHITE/CLAS,16,1108822,H,WCD020,5052123998356,FENIX FASHION LTD,,,SPRING SUMMER 2015,SS TRANS,600_10264,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
CLASSIC TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5502: T-Shirt,fig,L,1108955,H,MBE080,5054409019175,SREE SANTOSH EXPORTS,,,AUTUMN WINTER 2014,AUTUMN 1,500_3283,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:39
CLASSIC TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5502: T-Shirt,fig,XXL,1108960,H,MBE080,5054409019229,SREE SANTOSH EXPORTS,,,AUTUMN WINTER 2014,AUTUMN 1,500_3283,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:39
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,M,1109365,H,MCD008,5054409006281,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,S,1109366,H,MCD008,5054409006274,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,11.93,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XS,1109368,H,MCD008,5054409006311,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XXL,1109369,H,MCD008,5054409006328,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:43
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XXXL,1109370,H,MCD008,5054409006335,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,BERRYRED,M,1109372,H,MCD008,5054409006427,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,BERRYRED,XXL,1109376,H,MCD008,5054409006465,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,BERRYRED,XXXL,1109377,H,MCD008,5054409006472,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NEWGREEN,L,1109378,H,MCD008,5054409006489,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NEWGREEN,XS,1109382,H,MCD008,5054409006540,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,WSHBLU/W,L,1109385,H,MCD008,5054409006557,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,WSHBLU/W,M,1109386,H,MCD008,5054409006564,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,WSHBLU/W,S,1109387,H,MCD008,5054409006571,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,WSHBLU/W,XXL,1109390,H,MCD008,5054409006601,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
HOLLY CARDIGAN,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6202: Cardigan,NAVYSHIMO,10,1109424,H,WBD035,5054409002573,HART BROTHERS INTERNATIONAL LTD,,,AUTUMN WINTER 2014,AUTUMN 1,600_10051,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:45
HOLLY CARDIGAN,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6202: Cardigan,NAVYSHIMO,8,1109425,H,WBD035,5054409002580,HART BROTHERS INTERNATIONAL LTD,,,AUTUMN WINTER 2014,AUTUMN 1,600_10051,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:45
HOLLY CARDIGAN,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6202: Cardigan,NAVYSHIMO,14,1109427,H,WBD035,5054409002603,HART BROTHERS INTERNATIONAL LTD,,,AUTUMN WINTER 2014,AUTUMN 1,600_10051,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:45
HOLLY CARDIGAN,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6202: Cardigan,NAVYSHIMO,16,1109428,H,WBD035,5054409002610,HART BROTHERS INTERNATIONAL LTD,,,AUTUMN WINTER 2014,AUTUMN 1,600_10051,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:45
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NVYSTRP,S,1109558,H,MCD008,5054409006397,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NVYSTRP,XXL,1109561,H,MCD008,5054409006359,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
PADSTOW PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,NVYSTRP,XXXL,1109562,H,MCD008,5054409006366,FLEXIBILITY,,,AUTUMN WINTER 2016,CONTINUITY,500_3389,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:42
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,BRTPNKDENM,10,1109578,H,WCD015,5054409019267,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:50
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,BRTPNKDENM,14,1109581,H,WCD015,5054409019298,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:51
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,BRTPNKDENM,18,1109583,H,WCD015,5054409019311,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:50
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,NAVY,6,1109614,H,WCK001,5054409038619,NJK ENTERPRISES,,,SPRING SUMMER 2015,SPRING 1,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:28
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,NAVY,12,1109617,H,WCK001,5054409038633,NJK ENTERPRISES,,,SPRING SUMMER 2015,SPRING 1,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:29
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,NAVY,18,1109620,H,WCK001,5054409038725,NJK ENTERPRISES,,,SPRING SUMMER 2015,SPRING 1,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:28
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,CORAL,14,1109694,H,OWBD006,5054409007073,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,CORAL,16,1109695,H,OWBD006,5054409007080,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,MINT,16,1109699,H,OWBD006,5054409007141,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,ROYAL,12,1109701,H,OWBD006,5054409007165,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,ROYAL,16,1109703,H,OWBD006,5054409007189,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,OPTIC WHIT,10,1109704,H,OWBD006,5054409007196,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:53
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,OPTIC WHIT,14,1109706,H,OWBD006,5054409007219,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,OPTIC WHIT,16,1109707,H,OWBD006,5054409007226,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
GEORGINA CREW NECK,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6200: Cable,STRAWBERRY,14,1109710,H,OWBD006,5054409007257,MATRIX,,,Outlet manufactured styles,,600_6082,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:52
ALFORD LS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,NAVY,XXL,1109864,H,MCE010,5054409012299,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,500_3399,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:34
ALFORD LS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,BERRYRED,XS,1109869,H,MCE010,5054409012343,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,500_3399,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:34
FOWEY GBR LS RUGBY,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5500: Rugby,WHTSTRP,S,1109969,H,MCE031,5054409024001,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 2,500_3412,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:40:00
SALCOMBE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,CLASSPNK,6,1110088,H,WCF005,5054409013456,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,600_10331,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
SALCOMBE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,CLASSPNK,8,1110090,H,WCF005,5054409013463,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,600_10331,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
SALCOMBE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,CLASSPNK,14,1110092,H,WCF005,5054409013494,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,600_10331,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
SALCOMBE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,LAVDRWHT,14,1110099,H,WCF005,5054409013562,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,600_10331,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
SALCOMBE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,LAVDRWHT,18,1110101,H,WCF005,5054409013586,FLEXIBILITY,,,SPRING SUMMER 2015,SS TRANS,600_10331,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
KIRKBY SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,WHTNAVY,10,1110138,H,WCF006,5054409014583,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,600_10332,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:44
KIRKBY SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,WHTNAVY,8,1110139,H,WCF006,5054409014590,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,600_10332,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:43
KIRKBY SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,WHTNAVY,12,1110140,H,WCF006,5054409014606,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,600_10332,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:44
KIRKBY SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6100: Sweat,WHTNAVY,14,1110141,H,WCF006,5054409014613,FLEXIBILITY,,,SPRING SUMMER 2015,SPRING 1,600_10332,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:43
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHTAQUA,14,1110344,H,WCD015,5054409019366,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:51
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHTAQUA,16,1110345,H,WCD015,5054409019373,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:47
LOTTIE JUMPER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6201: Jumper,WHTAQUA,18,1110346,H,WCD015,5054409019380,NEO CONCEPT,,,SPRING SUMMER 2015,SPRING 1,600_10262,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:51
CARRIE NECKLACE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6690: Necklace,INDIGO,O/S,1110547,H,WBT001,5054409018734,TWO MAGPIES LTD,,,AUTUMN WINTER 2014,AUTUMN 1,600_10208,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:32
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,WHITE,6,1110837,H,WCK001,5054409038749,NJK ENTERPRISES,,,SPRING SUMMER 2015,,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:29
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,WHITE,16,1110842,H,WCK001,5054409038718,NJK ENTERPRISES,,,SPRING SUMMER 2015,,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:29
COWLEY SHORT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6950: Shorts,WHITE,18,1110843,H,WCK001,5054409038732,NJK ENTERPRISES,,,SPRING SUMMER 2015,,600_10387,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:28
CHARLIE SS RUGBY,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,400: Boys,4801: Rugby,NAVY,11-12,1111137,Z,BCE004,5054409028160,ZHU HAI HAO YUAN GARMENT CO LTD,,,SPRING SUMMER 2015,SPRING 1,400_516,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:58
HUNTSHAW BELT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5751: Belts,NAVTAN,L/XL,1111140,H,MCJ003,5054409037148,ROMA LEATHER  LTD,,,SPRING SUMMER 2015,SPRING 1,500_3445,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:32
SUSANNA PIQUE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,300: Girls,3003: Pique,CLPNKWHT,8-9,1111233,Z,GCF003,5054409025664,ZHU HAI HAO YUAN GARMENT CO LTD,,,SPRING SUMMER 2015,SPRING 1,300_1415,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:45
TURNBERRY JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,300: Girls,3203: Jacket,HOTPINK,10-11,1111312,Z,GCA004,5054409026791,LLOYD TEXTILES TRADING LTD,,,SPRING SUMMER 2015,SPRING 1,300_1360,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:46
