Source,SupplierCode,BIS_Ref_ID,ItemOptionNumber,ProductStyle,OptionDescription,ItemDescription,SubGroup,SubgroupDescription,EAN,PolledDate,TransDate,CountryCode,OriginalSellingPrice,SaleUnits,SaleValue,ReturnUnits,ReturnValue,FullPriceInd,SalesSourceDescription,ModelType,VATRate,VAT,VATExclusive,CommissionRate,Commission,BrandName,OrderReferenceNumber
ONL,A95230,959239071,C8992602,MRB068_REDBLUE,Small,CR RED CREW CLOTHING,4F05,MENS PP+,5059595675464,2023-07-31,2023-07-30,GB,65.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6R5FDXDV
ONL,A95230,959263650,A9943818,WQE400_STRIPE,18,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595492900,2023-07-31,2023-07-31,GB,18.00,1,18.00,0,0.00,FP,Online,Concession,20.00,3.00,15.00,37.00,5.55,Crew Clothing Company,6R5SYLDQ
ONL,A95230,959157405,A2017115,WSE013_PL BLUE,12,CR PUR CREW CLOTHING,4F02,WOMENS CLOTHING,5059595744566,2023-07-31,2023-07-29,GB,22.00,1,15.36,0,0.00,FP,Online,Concession,20.00,2.56,12.80,37.00,4.74,Crew Clothing Company,6R5C4PA5
ONL,A95230,959317808,M4998715,WRB013_WHITE,12,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595655084,2023-07-31,2023-07-31,GB,55.00,1,55.00,0,0.00,FP,Online,Concession,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5SX7M2
ONL,A95230,959378904,M4998715,WRB013_WHITE,12,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595655084,2023-07-31,2023-07-30,GB,55.00,1,55.00,0,0.00,FP,Online,Concession,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5DSRCF
ONL,A95230,276513082,54945017,WSB013_NEUTRAL,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595792284,2023-07-31,2023-07-30,GB,55.00,0,0.00,-1,-24.00,MD,Online,Concession,20.00,-4.00,-20.00,37.00,-7.40,Crew Clothing Company,6R5DH2YY
ONL,A95230,276514723,C2492225,MRH006_ANTIQUE,40 R,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595708667,2023-07-31,2023-07-19,GB,75.00,0,0.00,-1,-75.00,FP,Online,Concession,20.00,-12.50,-62.50,37.00,-23.13,Crew Clothing Company,6R24W608
ONL,A25671,959239570,C6786116,WSJ176_BLUE,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595929345,2023-07-31,2023-07-29,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5CC02Z
ONL,A95230,276511277,A7484416,WPJ301LGTINDIGO,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595335511,2023-07-31,2023-07-30,GB,65.00,0,0.00,-1,-31.00,MD,Online,Concession,20.00,-5.17,-25.83,37.00,-9.56,Crew Clothing Company,6R5DTZ5H
ONL,A95230,958341372,55817916,WSJ038_KHAKI,14,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595855064,2023-07-31,2023-07-30,GB,89.00,1,89.00,0,0.00,FP,Online,Concession,20.00,14.83,74.17,37.00,27.44,Crew Clothing Company,6R5F90VF
ONL,A95230,959208907,D8940013,WSJ103_CHAMBRY,8,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595765714,2023-07-31,2023-07-23,GB,79.00,1,37.00,0,0.00,MD,Online,Concession,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6R3KMNX7
ONL,A95230,276712162,D8946616,WSB027_NAVYSPOT,14,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595796107,2023-07-31,2023-07-17,GB,49.00,0,0.00,-1,-45.00,FP,Online,Concession,20.00,-7.50,-37.50,37.00,-13.88,Crew Clothing Company,6R1Q4K10
ONL,A95230,276696180,C8972516,WRJ060_BLACK,14,CR BLA CREW CLOTHING,4F06,WOMENS PP+,5059595676805,2023-07-31,2023-07-22,GB,89.00,0,0.00,-1,-42.00,MD,Online,Concession,20.00,-7.00,-35.00,37.00,-12.95,Crew Clothing Company,6R37214Q
ONL,A95230,959306320,43906406,MSE011_PRISPINK,X-Large,CR PNK CREW CLOTHING,4F05,MENS PP+,5059595780014,2023-07-31,2023-07-29,GB,27.00,1,13.50,0,0.00,MD,Online,Concession,20.00,2.25,11.25,37.00,4.16,Crew Clothing Company,6R5CWN8J
ONL,A25671,276541764,15265615,WSK004_VMIDWSH,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595944270,2023-07-31,2023-07-24,GB,45.00,0,0.00,-1,-45.00,FP,Online,Non-stocked,20.00,-7.50,-37.50,37.00,-13.88,Crew Clothing Company,6R3XJKRT
ONL,A95230,958612662,T6090115,MRG004_DKNAVY,34 S,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595690795,2023-07-31,2023-07-30,GB,65.00,1,47.50,0,0.00,FP,Online,Concession,20.00,7.92,39.58,37.00,14.64,Crew Clothing Company,6R5FTPWL
ONL,A95230,276647756,C8972515,WRJ060_BLACK,12,CR BLA CREW CLOTHING,4F06,WOMENS PP+,5059595676799,2023-07-31,2023-07-25,GB,89.00,0,0.00,-1,-42.00,MD,Online,Concession,20.00,-7.00,-35.00,37.00,-12.95,Crew Clothing Company,6R3YDQV3
ONL,A25671,276539331,12858114,WSM008_NAVY,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898245,2023-07-31,2023-07-29,GB,25.00,0,0.00,-1,-25.00,FP,Online,Non-stocked,20.00,-4.17,-20.83,37.00,-7.71,Crew Clothing Company,6R5CNM8A
ONL,A95230,276769670,89385805,MKE002 BLACK,Large,CC BLK CLASSIC POLO,4F01,MENS CLOTHING,5054409930616,2023-07-31,2023-07-22,GB,37.00,0,0.00,-1,-24.67,FP,Online,Concession,20.00,-4.11,-20.56,37.00,-7.61,Crew Clothing Company,6R36NVVZ
ONL,A95230,276515705,64510115,WOE017WHITE,12,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595112341,2023-07-31,2023-07-20,GB,22.00,0,0.00,-1,-22.00,FP,Online,Concession,20.00,-3.67,-18.33,37.00,-6.78,Crew Clothing Company,6R2H11QG
ONL,A95230,959436657,42822207,MKE002CLASSPINK,XX-Large,CREW CLOTHING PINK C,4F01,MENS CLOTHING,5054409930883,2023-07-31,2023-07-29,GB,40.00,1,40.00,0,0.00,FP,Online,Concession,20.00,6.67,33.33,37.00,12.33,Crew Clothing Company,6R5BXKDQ
ONL,A95230,959586426,N0159415,WSE013_PLUME,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595866343,2023-07-31,2023-07-31,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5SJ7KN
ONL,A95230,959577391,D9884004,MSE002_VIRGREEN,Medium,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595772460,2023-07-31,2023-07-31,GB,40.00,1,40.00,0,0.00,FP,Online,Concession,20.00,6.67,33.33,37.00,12.33,Crew Clothing Company,6R5SCTYB
ONL,A95230,959509041,A2017112,WSE013_PL BLUE,6,CR PUR CREW CLOTHING,4F02,WOMENS CLOTHING,5059595744535,2023-07-31,2023-07-30,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5FY52J
ONL,A25671,959344615,A8541515,WNF020GREYMARL,12,CREW CLOTHING HERITA,4F02,WOMENS CLOTHING,5054409404292,2023-07-31,2023-07-29,GB,55.00,1,55.00,0,0.00,FP,Online,Non-stocked,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5CRNS9
ONL,A95230,958454324,M8748807,MSE001_PROVBLU,XX-Large,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595888543,2023-07-31,2023-07-28,GB,25.00,1,17.76,0,0.00,FP,Online,Concession,20.00,2.96,14.80,37.00,5.48,Crew Clothing Company,6R5129RP
ONL,A25671,958966701,20766207,MKE002 SKY,XX-Large,C BLUE POLO,4F01,MENS CLOTHING,5054409930739,2023-07-31,2023-07-30,GB,37.00,1,37.00,0,0.00,FP,Online,Non-stocked,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6R5FN2DM
ONL,A95230,959512342,75519705,MNE002CRIMSON,X-Large,RED CLASSIC PIQUE PO,4F01,MENS CLOTHING,5054409066049,2023-07-31,2023-07-17,GB,37.00,1,24.66,0,0.00,FP,Online,Concession,20.00,4.11,20.55,37.00,7.60,Crew Clothing Company,6R1NXQKZ
ONL,A95230,276763666,55679815,WSJ024_PINKFLR,12,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595820178,2023-07-31,2023-07-05,GB,89.00,0,0.00,-1,-40.00,MD,Online,Concession,20.00,-6.67,-33.33,37.00,-12.33,Crew Clothing Company,6QY86QPZ
ONL,A95230,959340123,38262322,WSH003_VWSHDNM,10 R,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595867029,2023-07-31,2023-07-30,GB,69.00,1,33.00,0,0.00,MD,Online,Concession,20.00,5.50,27.50,37.00,10.18,Crew Clothing Company,6R5DVCT4
ONL,A25671,959261735,C6786114,WSJ176_BLUE,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595929321,2023-07-31,2023-07-30,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5FK34X
ONL,A95230,276502405,M0149104,MMB032NAVY,Large,BLU CREW CLOTHING BL,4F01,MENS CLOTHING,5054409490349,2023-07-31,2023-07-17,GB,59.00,0,0.00,-1,-45.00,FP,Online,Concession,20.00,-7.50,-37.50,37.00,-13.88,Crew Clothing Company,6R1NL2LJ
ONL,A95230,276628655,T5105215,WSK016_NAVY,12,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595899532,2023-07-31,2023-07-29,GB,55.00,0,0.00,-1,-55.00,FP,Online,Concession,20.00,-9.17,-45.83,37.00,-16.96,Crew Clothing Company,6R5BTNBM
ONL,A95230,959361566,T6090517,WSE050_INDIGO,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853619,2023-07-31,2023-07-30,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5FW727
ONL,A95230,959002599,A9346714,WOE284_NAVY,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595184607,2023-07-31,2023-07-31,HK,22.00,1,25.25,0,0.00,FP,Online,Concession,0.00,0.00,25.25,37.00,9.34,Crew Clothing Company,6R5FY5ZK
ONL,A95230,958920202,U2414404,MKE001,Large,CR BLA CREW CLOTHING,4F01,MENS CLOTHING,5054409932665,2023-07-31,2023-07-31,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5S6FA3
ONL,A25671,959229600,D8944901,WSU001_NAVY,ONE,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595736158,2023-07-31,2023-07-29,GB,20.00,1,20.00,0,0.00,FP,Online,Non-stocked,20.00,3.33,16.67,37.00,6.17,Crew Clothing Company,6R5CGWFH
ONL,A95230,276502212,M0149105,MMB032NAVY,X-Large,BLU CREW CLOTHING BL,4F01,MENS CLOTHING,5054409490356,2023-07-31,2023-07-28,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6R5148DK
ONL,A95230,959355273,67126550,BGJ009_MULTI,5-6 Yrs,CR BLU CREW CLOTHING,4F03,BOYS CLOTHING,5059595765660,2023-07-31,2023-07-31,GB,18.00,1,18.00,0,0.00,FP,Online,Concession,0.00,0.00,18.00,37.00,6.66,Crew Clothing Company,6R5FZCRV
ONL,A95230,276539342,81557914,WSM008_NVYWHITE,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898511,2023-07-31,2023-07-29,GB,29.00,0,0.00,-1,-29.00,FP,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6R5CNM8A
ONL,A95230,276755779,16313017,WSB023_WHTBLU,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595792567,2023-07-31,2023-07-06,GB,65.00,0,0.00,-1,-31.00,MD,Online,Concession,20.00,-5.17,-25.83,37.00,-9.56,Crew Clothing Company,6QYAMGHM
ONL,A95230,276583592,C1422816,WRD085_NVYWHT,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595661689,2023-07-31,2023-07-08,GB,69.00,0,0.00,-1,-33.00,MD,Online,Concession,20.00,-5.50,-27.50,37.00,-10.18,Crew Clothing Company,6QZ1G24F
ONL,A95230,276526707,54298013,WSD295_WHTNVY,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853862,2023-07-31,2023-07-23,GB,49.00,0,0.00,-1,-49.00,FP,Online,Concession,20.00,-8.17,-40.83,37.00,-15.11,Crew Clothing Company,6R3JMT8D
ONL,A95230,959046966,A9941135,MQG006_TAN,38 L,CR NAT CREW CLOTHING,4F01,MENS CLOTHING,5059595455844,2023-07-31,2023-07-30,GB,65.00,1,65.00,0,0.00,FP,Online,Concession,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5DQ24Z
ONL,A95230,958496151,22973422,WMH014LIGHTINDG,10 R,CREW CLOTHING BLUE S,4F02,WOMENS CLOTHING,5054409653195,2023-07-31,2023-07-30,GB,65.00,1,65.00,0,0.00,FP,Online,Concession,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5FNVJ4
ONL,A95230,276760362,38095117,WSE045_NVYWHT,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595876762,2023-07-31,2023-07-23,GB,29.00,0,0.00,-1,-29.00,FP,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6R3KGT7B
ONL,A95230,959200186,D5257304,MSD002_STRAWMRL,Medium,CR NAT CREW CLOTHING,4F05,MENS PP+,5059595784418,2023-07-31,2023-07-30,GB,65.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6R5FHWJA
ONL,A95230,276712161,D8946316,WSC033_BLCKGRN,14,CR BLA CREW CLOTHING,4F06,WOMENS PP+,5059595756057,2023-07-31,2023-07-11,GB,59.00,0,0.00,-1,-23.00,MD,Online,Concession,20.00,-3.83,-19.17,37.00,-7.09,Crew Clothing Company,6QZTZ7VL
ONL,A25671,276500700,N4191012,WSJ173_CRNFLOWER,6,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595834069,2023-07-31,2023-07-26,GB,79.00,0,0.00,-1,-79.00,FP,Online,Non-stocked,20.00,-13.17,-65.83,37.00,-24.36,Crew Clothing Company,6R4B3GGM
ONL,A95230,959333010,D0665514,WRC108_NVYFLRL,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595691587,2023-07-31,2023-07-29,GB,25.00,1,25.00,0,0.00,MD,Online,Concession,20.00,4.17,20.83,37.00,7.71,Crew Clothing Company,6R5CXXPQ
ONL,A95230,276757359,22973423,WMH014LIGHTINDG,12 R,CREW CLOTHING BLUE S,4F02,WOMENS CLOTHING,5054409653935,2023-07-31,2023-07-19,GB,65.00,0,0.00,-1,-65.00,FP,Online,Concession,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6R2DRCQS
ONL,A95230,959464024,20014821,MJH002DKVINTAGE,32 R,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5054409874033,2023-07-31,2023-07-30,GB,69.00,1,69.00,0,0.00,FP,Online,Concession,20.00,11.50,57.50,37.00,21.28,Crew Clothing Company,6R5DHQPG
ONL,A95230,959348841,19018215,WSJ132_BLUES,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595915560,2023-07-31,2023-07-31,DE,79.00,1,106.14,0,0.00,FP,Online,Concession,19.00,16.95,89.19,37.00,33.00,Crew Clothing Company,6R5RP621
ONL,A25671,276594190,40527017,WTC023_WHTNAVY,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595973461,2023-07-31,2023-07-29,GB,59.00,0,0.00,-1,-59.00,FP,Online,Non-stocked,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6R5C8Y6Y
ONL,A95230,276513087,U4786717,WRI017_NAVY,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595674924,2023-07-31,2023-07-29,GB,75.00,0,0.00,-1,-37.00,MD,Online,Concession,20.00,-6.17,-30.83,37.00,-11.41,Crew Clothing Company,6R5C0T42
ONL,A95230,276768992,85634117,WSE052_PLBLUE,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595840985,2023-07-31,2023-07-24,GB,39.00,0,0.00,-1,-39.00,FP,Online,Concession,20.00,-6.50,-32.50,37.00,-12.03,Crew Clothing Company,6R3XGGH7
ONL,A95230,959336514,M8748807,MSE001_PROVBLU,XX-Large,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595888543,2023-07-31,2023-07-29,GB,25.00,1,16.67,0,0.00,FP,Online,Concession,20.00,2.78,13.89,37.00,5.14,Crew Clothing Company,6R5C25Y9
ONL,A25671,959155807,D8944901,WSU001_NAVY,ONE,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595736158,2023-07-31,2023-07-30,GB,20.00,1,20.00,0,0.00,FP,Online,Non-stocked,20.00,3.33,16.67,37.00,6.17,Crew Clothing Company,6R5F27CA
ONL,A95230,959358181,A9943315,WPA050_LGHTINDIGO,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595431831,2023-07-31,2023-07-31,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6R5RYK4H
ONL,A95230,276503831,N4192007,MSB007_BLUEWHITE,XX-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595852506,2023-07-31,2023-07-27,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6R4P34F9
ONL,A95230,276500636,C9282116,WRG166_CONKER,14,CR ORN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595701583,2023-07-31,2023-07-08,GB,69.00,0,0.00,-1,-27.00,MD,Online,Concession,20.00,-4.50,-22.50,37.00,-8.33,Crew Clothing Company,6QZ15QZD
ONL,A95230,276674743,D4579515,WSC031_GRNDITSY,12,CR GRN CREW CLOTHING,4F06,WOMENS PP+,5059595776697,2023-07-31,2023-07-06,GB,59.00,0,0.00,-1,-29.00,MD,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6QYB6B62
ONL,A95230,959170957,D7145615,WSJ070_BLUE,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595784036,2023-07-31,2023-07-31,GB,69.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6R5RJNNF
ONL,A95230,959556188,T0736004,MOD103,Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595162513,2023-07-31,2023-07-31,GB,65.00,1,65.00,0,0.00,FP,Online,Concession,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5S4ZRF
ONL,A95230,958962253,54444214,WSJ121_GREENFRL,10,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595795407,2023-07-31,2023-07-30,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5FHJM1
ONL,A95230,276667043,D1445012,WQE005_NAVYWHITE,6,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595731924,2023-07-31,2023-07-22,GB,25.00,0,0.00,-1,-12.50,MD,Online,Concession,20.00,-2.08,-10.42,37.00,-3.86,Crew Clothing Company,6R36X2ZN
ONL,A95230,276742457,T7462818,WME301_WHTNAVY,18,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5054409525713,2023-07-31,2023-07-11,GB,29.00,0,0.00,-1,-29.00,FP,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6QZW0QJA
ONL,A95230,276544179,D8946317,WSC033_BLCKGRN,16,CR BLA CREW CLOTHING,4F06,WOMENS PP+,5059595756064,2023-07-31,2023-07-22,JE,59.00,0,0.00,-1,-23.00,MD,Online,Concession,5.00,-1.10,-21.90,37.00,-8.10,Crew Clothing Company,6R3755GP
ONL,A95230,958926073,80319005,MSE033_WHTROSE,X-Large,CR WHI CREW CLOTHING,4F01,MENS CLOTHING,5059595805151,2023-07-31,2023-07-05,GB,69.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6QY8C8VK
ONL,A95230,958920198,52673805,MKE001,Large,CC GREY CREW TEE,4F01,MENS CLOTHING,5054409932948,2023-07-31,2023-07-31,GB,22.00,1,15.36,0,0.00,FP,Online,Concession,20.00,2.56,12.80,37.00,4.74,Crew Clothing Company,6R5S6FA3
ONL,A25671,959272942,T3118219,GBP002_PINK,6-7 Yrs,CR PNK CREW CLOTHING,4F08,GIRLS PP+,5054409390649,2023-07-31,2023-07-30,GB,23.00,1,23.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,23.00,37.00,8.51,Crew Clothing Company,6R5F4BXJ
ONL,A95230,959595393,D8947615,WSE252_BLUE,12,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595811534,2023-07-31,2023-07-31,GB,35.00,1,35.00,0,0.00,FP,Online,Concession,20.00,5.83,29.17,37.00,10.79,Crew Clothing Company,6R5SMFSH
ONL,A95230,959303013,17328004,MKE002 GRYMRL,Medium,C GREY POLO,4F01,MENS CLOTHING,5054409930814,2023-07-31,2023-07-31,GB,37.00,1,37.00,0,0.00,FP,Online,Concession,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6R5SRSZW
ONL,A95230,959050153,54444216,WSJ121_GREENFRL,14,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595795438,2023-07-31,2023-07-30,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5F6JKP
ONL,A95230,958515518,M8542923,WNH008_WHITE,12 R,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5054409048472,2023-07-31,2023-07-30,GB,65.00,1,65.00,0,0.00,FP,Online,Concession,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6R5F3V9T
ONL,A95230,276741314,T5784089,WMH003LGHTINDIGO,10 S,CREW CLOTHING SKINNY,4F02,WOMENS CLOTHING,5054409654550,2023-07-31,2023-07-14,GB,65.00,0,0.00,-1,-26.00,MD,Online,Concession,20.00,-4.33,-21.67,37.00,-8.02,Crew Clothing Company,6R0XBCLP
ONL,A95230,959235581,D8937304,MSE045_GARDEN,Medium,CR GRN CREW CLOTHING,4F05,MENS PP+,5059595756651,2023-07-31,2023-07-31,GB,45.00,1,45.00,0,0.00,FP,Online,Concession,20.00,7.50,37.50,37.00,13.88,Crew Clothing Company,6R5T0NW8
ONL,A25671,276652105,69755018,WSC076_WHTCRNF,18,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5063013012113,2023-07-31,2023-07-26,GB,65.00,0,0.00,-1,-65.00,FP,Online,Non-stocked,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6R4AJLBW
ONL,A95230,276601617,D8942504,MSE003_GERPINK,Medium,CR PNK CREW CLOTHING,4F05,MENS PP+,5059595749301,2023-07-31,2023-07-29,GB,29.00,0,0.00,-1,-19.33,FP,Online,Concession,20.00,-3.22,-16.11,37.00,-5.96,Crew Clothing Company,6R5CZWMB
ONL,A95230,959208976,97589415,WSM004_NVYWHITE,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595896012,2023-07-31,2023-07-29,GB,39.00,1,39.00,0,0.00,FP,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5BTLNW
ONL,A95230,958614911,M4998713,WRB013_WHITE,8,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595655060,2023-07-31,2023-07-30,GB,55.00,1,55.00,0,0.00,FP,Online,Concession,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5FHG2P
ONL,A95230,276664874,D8940613,WSJ045_NAVYSPOT,8,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595755227,2023-07-31,2023-07-16,GB,89.00,0,0.00,-1,-44.00,MD,Online,Concession,20.00,-7.33,-36.67,37.00,-13.57,Crew Clothing Company,6R1BVZGD
ONL,A95230,959577392,40726404,MSE002_REDEARTH,Medium,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5059595891994,2023-07-31,2023-07-31,GB,40.00,1,40.00,0,0.00,FP,Online,Concession,20.00,6.67,33.33,37.00,12.33,Crew Clothing Company,6R5SCTYB
ONL,A95230,959352629,A0770213,WOE052WHITENAVY,8,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595049012,2023-07-31,2023-07-30,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5FT93F
ONL,A95230,276641855,D9882714,WSE037_AQUA,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783015,2023-07-31,2023-07-12,GB,35.00,0,0.00,-1,-23.33,FP,Online,Concession,20.00,-3.89,-19.44,37.00,-7.19,Crew Clothing Company,6R06R7JK
ONL,A95230,959124582,N4406504,MSB056_WHITE,Medium,CR WHI CREW CLOTHING,4F01,MENS CLOTHING,5059595827023,2023-07-31,2023-07-31,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6R5RRXZL
ONL,A95230,958501480,T8830707,MRA001_DKNAVY,XX-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595454359,2023-07-31,2023-07-28,GB,109.00,1,50.00,0,0.00,MD,Online,Concession,20.00,8.33,41.67,37.00,15.42,Crew Clothing Company,6R51WBKV
ONL,A95230,276756942,20766205,MKE002 SKY,Large,C BLUE POLO,4F01,MENS CLOTHING,5054409930715,2023-07-31,2023-07-22,GB,37.00,0,0.00,-1,-24.66,FP,Online,Concession,20.00,-4.11,-20.55,37.00,-7.60,Crew Clothing Company,6R36NVVZ
ONL,A25671,276662751,M4774416,WOE300WHITE,14,CR WHI PERFECT CREW,4F02,WOMENS CLOTHING,5059595111863,2023-07-31,2023-07-27,GB,22.00,0,0.00,-1,-22.00,FP,Online,Non-stocked,20.00,-3.67,-18.33,37.00,-6.78,Crew Clothing Company,6R4NB9L2
ONL,A95230,958949249,20371003,MLB006 CLASSPINK,Small,C PINK STRIPE,4F01,MENS CLOTHING,5054409133253,2023-07-31,2023-07-30,GB,28.00,1,11.00,0,0.00,MD,Online,Concession,20.00,1.83,9.17,37.00,3.39,Crew Clothing Company,6R5FGF4D
ONL,A95230,959147850,T8830705,MRA001_DKNAVY,X-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595454342,2023-07-31,2023-07-22,GB,109.00,1,50.00,0,0.00,MD,Online,Concession,20.00,8.33,41.67,37.00,15.42,Crew Clothing Company,6R36FK03
