Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingPOS,QJ7R3LSCX2PH2C52,2023-09-12 11:28:27,visa,2023-09-12 11:29:30,BST,Settled,V36GJZ4ZXH7NT6G2,GBP,,18.00,1.0,GBP,,17.91,,0.03,0.01,0.05,visapremiumcredit,<auto>,577,,,,,,,,,179
CrewClothing,CrewClothingPOS,G3FQRBFKP27PXPB2,616A0140218,mc,2023-09-12 11:29:31,BST,Settled,X87GJZ4ZXH7NT6G2,GBP,,26.60,1.0,GBP,,26.47,,0.04,0.01,0.08,mcpremiumcredit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,TXVGBZ8CNRLZ2C32,2023-09-12 11:28:40,visa,2023-09-12 11:29:38,BST,Refunded,SXR2T84NDT3TLKH2,GBP,9.90,,1.0,GBP,9.90,,0.00,,,,visastandarddebit,2023-09-12 11:28:40,577,,,,,,,,,620
CrewClothing,CrewClothingPOS,NQSGZTBTP66J8C52,612A0109907,visa,2023-09-12 11:29:50,BST,Settled,DLVT85VZG6RTJ482,GBP,,87.00,1.0,GBP,,86.67,,0.14,0.02,0.17,visastandarddebit,<auto>,577,,,,,,,,,612
CrewClothing,CrewClothingPOS,FQNWC74M4WJPV832,151A0160482,visa,2023-09-12 11:30:05,BST,Settled,KNKCR8SHFR7CC462,GBP,,30.60,1.0,GBP,,30.45,,0.05,0.01,0.09,visapremiumcredit,<auto>,577,,,,,,,,,151
CrewClothing,CrewClothingPOS,Z927Q54L2HC83VB2,606A0119872,visa,2023-09-12 11:30:28,BST,Settled,CCD7SFRJ8KPJDXG2,GBP,,55.00,1.0,GBP,,54.78,,0.09,0.02,0.11,visastandarddebit,<auto>,577,,,,,,,,,606
CrewClothing,CrewClothingPOS,H9WC2DJTXN3JBFG2,222A0137378,visa,2023-09-12 11:30:35,BST,Settled,B7GVL5VZG6RTJ482,GBP,,78.30,1.0,GBP,,77.99,,0.13,0.02,0.16,visastandarddebit,<auto>,577,,,,,,,,,222
CrewClothing,CrewClothingPOS,WGNGDFWVJ2HFQ632,113A0202551,visa,2023-09-12 11:30:45,BST,Settled,STQG49SHFR7CC462,GBP,,61.20,1.0,GBP,,60.96,,0.10,0.02,0.12,visastandarddebit,<auto>,577,,,,,,,,,113
CrewClothing,CrewClothingPOS,JJQ9KHSN8XNQ4932,118A0121663,mc,2023-09-12 11:30:49,BST,Settled,SW6JCQH7JWDMM6G2,GBP,,45.00,1.0,GBP,,44.77,,0.07,0.02,0.14,mcsuperpremiumcredit,<auto>,577,,,,,,,,,118
CrewClothing,CrewClothingPOS,GGCBPLSCX2PH2C52,186A0118764,mc,2023-09-12 11:30:51,BST,Settled,P4FN625ZXH7NT6G2,GBP,,35.00,1.0,GBP,,34.81,,0.06,0.02,0.11,mcpremiumcredit,<auto>,577,,,,,,,,,186
CrewClothing,CrewClothingPOS,CZBHTGKZ5HX3KH52,625A0116230,visa,2023-09-12 11:31:05,BST,Settled,KCFDS3NDM29WTRG2,GBP,,16.20,1.0,GBP,,16.13,,0.03,0.01,0.03,visapremiumdebit,<auto>,577,,,,,,,,,625
CrewClothing,CrewClothingPOS,ZC7R8H3BW23CHK52,229A0139704,mc,2023-09-12 11:31:12,BST,Settled,CSDJSMP3GZ8TJ482,GBP,,10.80,1.0,GBP,,10.75,,0.02,0.01,0.02,mcstandarddebit,<auto>,577,,,,,,,,,229
CrewClothing,CrewClothingPOS,DDXPGRML4CPMPPG2,606A0119873,visa,2023-09-12 11:31:33,BST,Settled,S3S3J66RRXVH6XG2,GBP,,193.00,1.0,GBP,,192.26,,0.31,0.04,0.39,visastandarddebit,<auto>,577,,,,,,,,,606
CrewClothing,CrewClothingPOS,TS4WTWMP5CZ89VB2,193A0155890,visa,2023-09-12 11:31:43,BST,Settled,T7LL66VZG6RTJ482,GBP,,24.30,1.0,GBP,,24.20,,0.04,0.01,0.05,visastandarddebit,<auto>,577,,,,,,,,,193
CrewClothing,CrewClothingPOS,NWVPTKKN3ZNWRP52,182A0156091,visa,2023-09-12 11:31:48,BST,Settled,GQZKL9SHFR7CC462,GBP,,22.00,1.0,GBP,,21.91,,0.04,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,182
CrewClothing,CrewClothingPOS,GW38J87WRCVPV832,616A0140219,mc,2023-09-12 11:32:23,BST,Settled,HP3P4RH7JWDMM6G2,GBP,,12.60,1.0,GBP,,12.54,,0.02,0.01,0.03,mcstandarddebit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,LXL8R29CNRLZ2C32,625A0116231,visa,2023-09-12 11:32:36,BST,Settled,WQFNL6VZG6RTJ482,GBP,,19.80,1.0,GBP,,19.72,,0.03,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,625
CrewClothing,CrewClothingPOS,GNLMNXQZSRB99VB2,603A0114067,mc,2023-09-12 11:32:41,BST,Settled,PRD29RH7JWDMM6G2,GBP,,39.00,1.0,GBP,,38.80,,0.06,0.02,0.12,mcstandardcredit,<auto>,577,,,,,,,,,603
CrewClothing,CrewClothingPOS,WWNSPXMP5CZ89VB2,178A0118963,visa,2023-09-12 11:32:46,BST,Settled,XWDXN6VZG6RTJ482,GBP,,52.00,1.0,GBP,,51.80,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,178
CrewClothing,CrewClothingPOS,XWXT5288X7KCHK52,133A0140522,mc,2023-09-12 11:32:59,BST,Settled,LTGZ6BSHFR7CC462,GBP,,67.00,1.0,GBP,,66.73,,0.11,0.03,0.13,mcstandarddebit,<auto>,577,,,,,,,,,133
CrewClothing,CrewClothingPOS,B26SZL4H2ZMBFF32,161A0120350,visa,2023-09-12 11:33:03,BST,Settled,PX893HRJ8KPJDXG2,GBP,,83.20,1.0,GBP,,82.88,,0.13,0.02,0.17,visastandarddebit,<auto>,577,,,,,,,,,161
CrewClothing,CrewClothingPOS,LLD9PSDXH4MMMM52,103A0123916,visa,2023-09-12 11:33:29,BST,Settled,W2JQ27VZG6RTJ482,GBP,,70.00,1.0,GBP,,69.66,,0.11,0.02,0.21,visapremiumcredit,<auto>,577,,,,,,,,,103
CrewClothing,CrewClothingPOS,V2CTJH4DK6WH7XB2,197A0114018,mc,2023-09-12 11:33:50,BST,Settled,LTFQ55NDM29WTRG2,GBP,,15.00,1.0,GBP,,14.94,,0.02,0.01,0.03,mcstandarddebit,<auto>,577,,,,,,,,,197
CrewClothing,CrewClothingPOS,C2SBSGWVJ2HFQ632,151A0160483,visa,2023-09-12 11:33:53,BST,Settled,M9N787VZG6RTJ482,GBP,,32.60,1.0,GBP,,32.47,,0.05,0.01,0.07,visapremiumdebit,<auto>,577,,,,,,,,,151
CrewClothing,CrewClothingPOS,VZ6FVV36T46XZP52,225A0136520,mc,2023-09-12 11:34:00,BST,Settled,V9FX4JJVFWVFZP72,GBP,,45.00,1.0,GBP,,44.82,,0.07,0.02,0.09,mcstandarddebit,<auto>,577,,,,,,,,,225
CrewClothing,CrewClothingPOS,Q8JWSFJTXN3JBFG2,114A0116266,visa,2023-09-12 11:34:07,BST,Settled,M3LGQBSHFR7CC462,GBP,,59.00,1.0,GBP,,58.77,,0.09,0.02,0.12,visapremiumdebit,<auto>,577,,,,,,,,,114
CrewClothing,CrewClothingPOS,FLRTGTWQG4L29C32,236A0108898,mc,2023-09-12 11:34:20,BST,Settled,MGR2PHRJ8KPJDXG2,GBP,,324.00,1.0,GBP,,322.39,,0.52,0.12,0.97,mcpremiumcredit,<auto>,577,,,,,,,,,236
CrewClothing,CrewClothingPOS,VLP5C8ST72HSGHG2,223A0134830,visa,2023-09-12 11:34:39,BST,Settled,HWGL245ZXH7NT6G2,GBP,,13.50,1.0,GBP,,13.44,,0.02,0.01,0.03,visapremiumdebit,<auto>,577,,,,,,,,,223
CrewClothing,CrewClothingPOS,GHG7TZQZSRB99VB2,149A0121431,mc,2023-09-12 11:35:15,BST,Settled,Q3F2C45ZXH7NT6G2,GBP,,100.00,1.0,GBP,,99.50,,0.16,0.04,0.30,mcstandardcredit,<auto>,577,,,,,,,,,149
CrewClothing,CrewClothingPOS,VL5N7VJCW42B7F32,603A0114068,mc,2023-09-12 11:35:15,BST,Settled,NZD2C45ZXH7NT6G2,GBP,,49.00,1.0,GBP,,48.75,,0.08,0.02,0.15,mcpremiumcredit,<auto>,577,,,,,,,,,603
CrewClothing,CrewClothingPOS,BTL8W3R2W7JQ4932,185A0124802,visa,2023-09-12 11:35:36,BST,Settled,GTJCBJRJ8KPJDXG2,GBP,,28.00,1.0,GBP,,27.89,,0.04,0.01,0.06,visastandarddebit,<auto>,577,,,,,,,,,185
CrewClothing,CrewClothingPOS,BWDM6KKZ5HX3KH52,154A0131049,mc,2023-09-12 11:35:41,BST,Settled,NCQ836NDM29WTRG2,GBP,,74.00,1.0,GBP,,73.63,,0.12,0.03,0.22,mcsuperpremiumcredit,<auto>,577,,,,,,,,,154
CrewClothing,CrewClothingPOS,S3R6P96S3SS3CH52,2023-09-12 11:35:09,mc,2023-09-12 11:36:06,BST,Refunded,VRNMQ45ZXH7NT6G2,GBP,10.00,,1.0,GBP,10.00,,0.00,,,,mcpremiumcredit,2023-09-12 11:35:09,577,,,,,,,,,156
CrewClothing,CrewClothingPOS,WDDMCM7Q77CNWPG2,177A0117510,visa,2023-09-12 11:36:35,BST,Settled,MJR6XCSHFR7CC462,GBP,,31.20,1.0,GBP,,31.08,,0.05,0.01,0.06,visastandarddebit,<auto>,577,,,,,,,,,177
CrewClothing,CrewClothingPOS,QZ9NQGJTXN3JBFG2,212A0120296,visa,2023-09-12 11:36:39,BST,Settled,H6ZW8D4NDT3TLKH2,GBP,,100.80,1.0,GBP,,100.41,,0.16,0.03,0.20,visastandarddebit,<auto>,577,,,,,,,,,212
CrewClothing,CrewClothingPOS,VD63X52QXNFNTM52,114A0116267,visa,2023-09-12 11:36:42,BST,Settled,XD5HL8VZG6RTJ482,GBP,,55.00,1.0,GBP,,54.72,,0.09,0.02,0.17,visapremiumcredit,<auto>,577,,,,,,,,,114
CrewClothing,CrewClothingPOS,DZCFDLL4V22Q4932,221A0149589,mc,2023-09-12 11:36:46,BST,Settled,X677MDQBGVWXVT32,GBP,,60.50,1.0,GBP,,60.25,,0.10,0.03,0.12,mcstandarddebit,<auto>,577,,,,,,,,,221
CrewClothing,CrewClothingPOS,WL86J6PHKZ2NQPB2,225A0136521,visa,2023-09-12 11:36:59,BST,Settled,SN4N5DSHFR7CC462,GBP,,94.00,1.0,GBP,,93.54,,0.15,0.03,0.28,visastandardcredit,<auto>,577,,,,,,,,,225
CrewClothing,CrewClothingPOS,W45QFBH2NV4GX632,232A0119241,mc,2023-09-12 11:37:15,BST,Settled,MNTCNXBSFC8X3SG2,GBP,,80.00,1.0,GBP,,79.60,,0.13,0.03,0.24,mcpremiumcredit,<auto>,577,,,,,,,,,232
CrewClothing,CrewClothingPOS,GFB7T72D7KLH4FG2,625A0116232,mc,2023-09-12 11:37:50,BST,Settled,PBP4L55ZXH7NT6G2,GBP,,16.80,1.0,GBP,,16.71,,0.03,0.01,0.05,mcstandardcredit,<auto>,577,,,,,,,,,625
CrewClothing,CrewClothingPOS,Z7TJFBX7PV53CH52,232A0119242,visa,2023-09-12 11:37:59,BST,Settled,PWLD3LJVFWVFZP72,GBP,,69.00,1.0,GBP,,68.73,,0.11,0.02,0.14,visastandarddebit,<auto>,577,,,,,,,,,232
CrewClothing,CrewClothingPOS,TXPW8FRSFW329C32,234A0114363,visa,2023-09-12 11:38:11,BST,Settled,GP8F97NDM29WTRG2,GBP,,52.00,1.0,GBP,,51.80,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,234
CrewClothing,CrewClothingPOS,F464RHM5N5FJBFG2,2023-09-12 11:36:57,mc,2023-09-12 11:38:16,BST,Settled,C5TBZTH7JWDMM6G2,GBP,,32.00,1.0,GBP,,31.87,,0.05,0.02,0.06,mcstandarddebit,<auto>,577,,,,,,,,,127
CrewClothing,CrewClothingPOS,QN9B2C6S3SS3CH52,121A0118168,mc,2023-09-12 11:38:53,BST,Refunded,H6SQ9VH7JWDMM6G2,GBP,84.34,,1.0,GBP,84.34,,0.00,,,,mcpremiumcredit,121A0118168,577,,,,,,,,,121
CrewClothing,CrewClothingPOS,NXHKCG96JFJ5Q4C2,2023-09-12 11:37:59,mc,2023-09-12 11:38:56,BST,Settled,J2N7BVH7JWDMM6G2,GBP,,15.00,1.0,GBP,,14.92,,0.02,0.01,0.05,mcstandardcredit,<auto>,577,,,,,,,,,121
CrewClothing,CrewClothingPOS,MMRDM5K4DDD4J4C2,213A0117274,visa,2023-09-12 11:38:57,BST,Settled,ZWZCDF4NDT3TLKH2,GBP,,52.00,1.0,GBP,,51.80,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,213
CrewClothing,CrewClothingPOS,Z27TRZBTP66J8C52,167A0123548,visa,2023-09-12 11:39:00,BST,Settled,T3P75FSHFR7CC462,GBP,,25.00,1.0,GBP,,24.90,,0.04,0.01,0.05,visastandarddebit,<auto>,577,,,,,,,,,167
CrewClothing,CrewClothingPOS,PM6CNR2XNQ683VB2,166A0133116,visa,2023-09-12 11:39:10,BST,Settled,S8WBHF4NDT3TLKH2,GBP,,59.00,1.0,GBP,,58.77,,0.09,0.02,0.12,visastandarddebit,<auto>,577,,,,,,,,,166
CrewClothing,CrewClothingPOS,FR38X63S62TMWPG2,619A0107601,visa,2023-09-12 11:39:12,BST,Settled,X3HTKMBXV3RRDKH2,GBP,,49.00,1.0,GBP,,48.80,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,619
CrewClothing,CrewClothingPOS,TX979V7GRBSRC2C2,617A0119179,mc,2023-09-12 11:39:12,BST,Settled,Q5RTPRP3GZ8TJ482,GBP,,17.60,1.0,GBP,,17.51,,0.03,0.01,0.05,mcstandardcredit,<auto>,577,,,,,,,,,617
CrewClothing,CrewClothingPOS,B9Z5RC4M4WJPV832,625A0116233,visa,2023-09-12 11:39:17,BST,Settled,ZWZZT9VZG6RTJ482,GBP,,15.30,1.0,GBP,,15.24,,0.02,0.01,0.03,visastandarddebit,<auto>,577,,,,,,,,,625
CrewClothing,CrewClothingPOS,DQ9KF7WF984NTM52,2023-09-12 11:38:33,mc,2023-09-12 11:39:39,BST,Refunded,JQ96VLJVFWVFZP72,GBP,18.00,,1.0,GBP,18.00,,0.00,,,,mcpremiumcredit,2023-09-12 11:38:33,577,,,,,,,,,228
CrewClothing,CrewClothingPOS,GDB24LL3SLS89VB2,118A0121664,visa,2023-09-12 11:39:56,BST,Settled,Q8RMM5V9H8TJGHH2,GBP,,67.00,1.0,GBP,,66.74,,0.11,0.02,0.13,visastandarddebit,<auto>,577,,,,,,,,,118
CrewClothing,CrewClothingPOS,WWKH78SR8GDNQPB2,121A0118169,mc,2023-09-12 11:40:09,BST,Settled,Q4L3WVH7JWDMM6G2,GBP,,44.00,1.0,GBP,,43.78,,0.07,0.02,0.13,mcpremiumcredit,<auto>,577,,,,,,,,,121
CrewClothing,CrewClothingPOS,LC5D3J2JHDZWZP52,167A0123549,mc,2023-09-12 11:40:34,BST,Settled,VKDJ8NBXV3RRDKH2,GBP,,70.00,1.0,GBP,,69.72,,0.11,0.03,0.14,mcstandarddebit,<auto>,577,,,,,,,,,167
CrewClothing,CrewClothingPOS,BCD3S79DKWHNWPG2,189A0176243,visa,2023-09-12 11:40:37,BST,Settled,PN3WQLRJ8KPJDXG2,GBP,,12.00,1.0,GBP,,11.93,,0.02,0.01,0.04,visapremiumcredit,<auto>,577,,,,,,,,,189
CrewClothing,CrewClothingPOS,MGZ7B4RXHTXDQ632,630A0113328,mc,2023-09-12 11:40:50,BST,Settled,W9BXHSP3GZ8TJ482,GBP,,57.00,1.0,GBP,,56.77,,0.09,0.03,0.11,mcstandarddebit,<auto>,577,,,,,,,,,630
CrewClothing,CrewClothingPOS,D7GWLH6VSX65Q4C2,193A0155891,visa,2023-09-12 11:41:38,BST,Settled,PS87FGSHFR7CC462,GBP,,31.50,1.0,GBP,,31.35,,0.05,0.01,0.09,visapremiumcredit,<auto>,577,,,,,,,,,193
CrewClothing,CrewClothingPOS,CLMHXQNXQF2XRP52,221A0149590,mc,2023-09-12 11:41:39,BST,Settled,JRJKMWH7JWDMM6G2,GBP,,15.00,1.0,GBP,,14.94,,0.02,0.01,0.03,mcstandarddebit,<auto>,577,,,,,,,,,221
CrewClothing,CrewClothingPOS,BP74N852N5RNTM52,234A0114365,mc,2023-09-12 11:41:48,BST,Settled,K7XJJ75ZXH7NT6G2,GBP,,86.30,1.0,GBP,,85.95,,0.14,0.04,0.17,mcstandarddebit,<auto>,577,,,,,,,,,234
CrewClothing,CrewClothingPOS,XT7L7S2BTNMTM232,127A0116973,visa,2023-09-12 11:41:57,BST,Settled,JWF7WNBXV3RRDKH2,GBP,,180.00,1.0,GBP,,179.12,,0.29,0.05,0.54,visapremiumcredit,<auto>,577,,,,,,,,,127
CrewClothing,CrewClothingPOS,QSVT2WWN3Q2PV832,627A0108834,mc,2023-09-12 11:41:58,BST,Settled,TVKFWNBXV3RRDKH2,GBP,,32.00,1.0,GBP,,31.83,,0.05,0.02,0.10,mcpremiumcredit,<auto>,577,,,,,,,,,627
CrewClothing,CrewClothingPOS,SWS66HV45DF29C32,2023-09-12 11:40:34,visa,2023-09-12 11:42:07,BST,Settled,V55Q8CVZG6RTJ482,GBP,,25.00,1.0,GBP,,24.90,,0.04,0.01,0.05,visapremiumdebit,<auto>,577,,,,,,,,,147
CrewClothing,CrewClothingPOS,RZ3S9CZ9C2283VB2,616A0140220,mc,2023-09-12 11:42:14,BST,Settled,J8VN43CSFC8X3SG2,GBP,,63.00,1.0,GBP,,62.68,,0.10,0.03,0.19,mcsuperpremiumcredit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,XZB4MV46Q3N3CH52,189A0176245,visa,2023-09-12 11:42:19,BST,Settled,ZSR5LMRJ8KPJDXG2,GBP,,29.40,1.0,GBP,,29.25,,0.05,0.01,0.09,visapremiumcredit,<auto>,577,,,,,,,,,189
CrewClothing,CrewClothingPOS,Z6PR69MBFPTWRP52,162A0128873,mc,2023-09-12 11:42:19,BST,Settled,XSN7RC6RRXVH6XG2,GBP,,20.00,1.0,GBP,,19.90,,0.03,0.01,0.06,mcsuperpremiumcredit,<auto>,577,,,,,,,,,162
CrewClothing,CrewClothingPOS,KB3H8H3L5JT4Q4C2,212A0120297,visa,2023-09-12 11:42:20,BST,Settled,T2Z2CHQBGVWXVT32,GBP,,175.20,1.0,GBP,,174.53,,0.28,0.04,0.35,visastandarddebit,<auto>,577,,,,,,,,,212
CrewClothing,CrewClothingPOS,MMT4N8L7VJPMQPB2,226A0118660,mc,2023-09-12 11:42:24,BST,Settled,QBFSB9NDM29WTRG2,GBP,,36.00,1.0,GBP,,35.85,,0.06,0.02,0.07,mcstandarddebit,<auto>,577,,,,,,,,,226
CrewClothing,CrewClothingPOS,WMFN74G5FMHJ8C52,230A0126739,mc,2023-09-12 11:42:32,BST,Settled,S62F3XH7JWDMM6G2,GBP,,95.00,1.0,GBP,,94.62,,0.15,0.04,0.19,mcstandarddebit,<auto>,577,,,,,,,,,230
CrewClothing,CrewClothingPOS,TL2BZNL4V22Q4932,234A0114364,visa,2023-09-12 11:42:35,BST,Settled,LFJ2BNJVFWVFZP72,GBP,,50.00,1.0,GBP,,49.80,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,234
CrewClothing,CrewClothingPOS,XQ536GHNHXMSC2C2,196A0120900,mc,2023-09-12 11:42:42,BST,Settled,WF7W5XH7JWDMM6G2,GBP,,45.00,1.0,GBP,,44.77,,0.07,0.02,0.14,mcsuperpremiumcredit,<auto>,577,,,,,,,,,196
CrewClothing,CrewClothingPOS,XDX37788X7KCHK52,227A0115933,visa,2023-09-12 11:42:58,BST,Settled,WC8CNCVZG6RTJ482,GBP,,55.00,1.0,GBP,,54.78,,0.09,0.02,0.11,visastandarddebit,<auto>,577,,,,,,,,,227
CrewClothing,CrewClothingPOS,JWSZV965DPSBFF32,625A0116234,mc,2023-09-12 11:43:06,BST,Settled,K526CXH7JWDMM6G2,GBP,,29.40,1.0,GBP,,29.27,,0.05,0.02,0.06,mcstandarddebit,<auto>,577,,,,,,,,,625
CrewClothing,CrewClothingPOS,NQD9T5RZSRB99VB2,194A0138582,mc,2023-09-12 11:43:09,BST,Settled,W2C3DXH7JWDMM6G2,GBP,,50.00,1.0,GBP,,49.75,,0.08,0.02,0.15,mcpremiumcredit,<auto>,577,,,,,,,,,194
CrewClothing,CrewClothingPOS,DR84C3PQ4QNTF232,627A0108835,mc,2023-09-12 11:43:19,BST,Settled,HQ3CGXH7JWDMM6G2,GBP,,18.00,1.0,GBP,,17.91,,0.03,0.01,0.05,mcpremiumcredit,<auto>,577,,,,,,,,,627
CrewClothing,CrewClothingPOS,X5L4MB2D7KLH4FG2,616A0140221,mc,2023-09-12 11:43:31,BST,Settled,LSSZC85ZXH7NT6G2,GBP,,56.00,1.0,GBP,,55.72,,0.09,0.02,0.17,mcsuperpremiumcredit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,Q5SVKRGDDJCWRP52,613A0124706,visa,2023-09-12 11:43:39,BST,Settled,ZG2TSNJVFWVFZP72,GBP,,32.00,1.0,GBP,,31.88,,0.05,0.01,0.06,visastandarddebit,<auto>,577,,,,,,,,,613
CrewClothing,CrewClothingPOS,J93WFRX3MX8NTM52,133A0140523,visa,2023-09-12 11:43:42,BST,Settled,TRB7NW8J2N2J8HH2,GBP,,69.30,1.0,GBP,,69.03,,0.11,0.02,0.14,visastandarddebit,<auto>,577,,,,,,,,,133
CrewClothing,CrewClothingPOS,DQGVRB2D7KLH4FG2,162A0128874,mc,2023-09-12 11:43:44,BST,Settled,P3HXG85ZXH7NT6G2,GBP,,40.00,1.0,GBP,,39.80,,0.06,0.02,0.12,mcstandardcredit,<auto>,577,,,,,,,,,162
CrewClothing,CrewClothingPOS,J6W67R4GJQZMWPG2,103A0123917,mc,2023-09-12 11:43:46,BST,Settled,WQRPZ9NDM29WTRG2,GBP,,18.00,1.0,GBP,,17.91,,0.03,0.01,0.05,mcpremiumcredit,<auto>,577,,,,,,,,,103
CrewClothing,CrewClothingPOS,BR7T66RZSRB99VB2,190A0125585,mc,2023-09-12 11:43:56,BST,Settled,WP4RQXH7JWDMM6G2,GBP,,43.00,1.0,GBP,,42.82,,0.07,0.02,0.09,mcstandarddebit,<auto>,577,,,,,,,,,190
CrewClothing,CrewClothingPOS,XHK8P952N5RNTM52,632A0102591,visa,2023-09-12 11:43:56,BST,Settled,XVNJQXH7JWDMM6G2,GBP,,51.90,1.0,GBP,,51.70,,0.08,0.02,0.10,visastandarddebit,<auto>,577,,,,,,,,,632
CrewClothing,CrewClothingPOS,T4JS2R7Q77CNWPG2,182A0156094,visa,2023-09-12 11:43:58,BST,Settled,VR226DVZG6RTJ482,GBP,,20.00,1.0,GBP,,19.92,,0.03,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,182
CrewClothing,CrewClothingPOS,XHTL8HTZDSCDPK52,198A0115816,visa,2023-09-12 11:44:02,BST,Settled,WHNLTH4NDT3TLKH2,GBP,,134.00,1.0,GBP,,133.49,,0.21,0.03,0.27,visastandarddebit,<auto>,577,,,,,,,,,198
CrewClothing,CrewClothingPOS,QC6TDR7Q77CNWPG2,623A0104942,visa,2023-09-12 11:44:06,BST,Settled,H96T7DVZG6RTJ482,GBP,,39.20,1.0,GBP,,39.00,,0.06,0.02,0.12,visapremiumcredit,<auto>,577,,,,,,,,,623
CrewClothing,CrewClothingPOS,CVT2JCBJKBHVM232,131A0119098,mc,2023-09-12 11:44:08,BST,Settled,MLNFN85ZXH7NT6G2,GBP,,28.80,1.0,GBP,,28.67,,0.05,0.02,0.06,mcstandarddebit,<auto>,577,,,,,,,,,131
CrewClothing,CrewClothingPOS,VJPRSSQ5HWQG4FG2,187A0126910,visa,2023-09-12 11:44:10,BST,Settled,H2XPZPBXV3RRDKH2,GBP,,64.00,1.0,GBP,,63.75,,0.10,0.02,0.13,visastandarddebit,<auto>,577,,,,,,,,,187
CrewClothing,CrewClothingPOS,JTMDQ75X8R7CHK52,234A0114366,visa,2023-09-12 11:44:20,BST,Settled,X6MLBJQBGVWXVT32,GBP,,20.00,1.0,GBP,,19.92,,0.03,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,234
CrewClothing,CrewClothingPOS,GF6BB6NP5CZ89VB2,627A0108836,visa,2023-09-12 11:44:21,BST,Settled,SXB62J4NDT3TLKH2,GBP,,29.00,1.0,GBP,,28.88,,0.05,0.01,0.06,visastandarddebit,<auto>,577,,,,,,,,,627
CrewClothing,CrewClothingPOS,WB75D6NP5CZ89VB2,103A0123918,visa,2023-09-12 11:44:22,BST,Settled,DT2KQHSHFR7CC462,GBP,,18.00,1.0,GBP,,17.92,,0.03,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,103
CrewClothing,CrewClothingPOS,MKHJVFH2NV4GX632,633A0105218,mc,2023-09-12 11:44:28,BST,Settled,SPHN2X8J2N2J8HH2,GBP,,38.00,1.0,GBP,,37.84,,0.06,0.02,0.08,mcstandarddebit,<auto>,577,,,,,,,,,633
CrewClothing,CrewClothingPOS,PRP73SX3MX8NTM52,616A0140223,mc,2023-09-12 11:44:52,BST,Settled,RVG338V9H8TJGHH2,GBP,,12.00,1.0,GBP,,11.95,,0.02,0.01,0.02,mcstandarddebit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,W7HSGN278HSFQ632,616A0140222,mc,2023-09-12 11:45:02,BST,Settled,T8SH495ZXH7NT6G2,GBP,,18.60,1.0,GBP,,18.52,,0.03,0.01,0.04,mcstandarddebit,<auto>,577,,,,,,,,,616
CrewClothing,CrewClothingPOS,VB3MXHLXQLJMPPG2,197A0114019,visa,2023-09-12 11:45:04,BST,Settled,Q7Z2PDVZG6RTJ482,GBP,,85.00,1.0,GBP,,84.67,,0.14,0.02,0.17,visastandarddebit,<auto>,577,,,,,,,,,197
CrewClothing,CrewClothingPOS,RTCMHSGDDJCWRP52,131A0119099,visa,2023-09-12 11:45:11,BST,Settled,Q7QZPJQBGVWXVT32,GBP,,20.00,1.0,GBP,,19.92,,0.03,0.01,0.04,visastandarddebit,<auto>,577,,,,,,,,,131
CrewClothing,CrewClothingPOS,F2MSL2J87KXMMM52,187A0126914,mc,2023-09-12 11:45:25,BST,Settled,WJS2HZH7JWDMM6G2,GBP,,65.00,1.0,GBP,,64.74,,0.10,0.03,0.13,mcstandarddebit,<auto>,577,,,,,,,,,187
CrewClothing,CrewClothingPOS,V6SRC46CZDCNXPB2,2023-09-12 11:44:14,visa,2023-09-12 11:45:33,BST,Settled,D9SDNQBXV3RRDKH2,GBP,,168.00,1.0,GBP,,167.35,,0.27,0.04,0.34,visapremiumdebit,<auto>,577,,,,,,,,,618
CrewClothing,CrewClothingPOS,PR2V6FZ9C2283VB2,613A0124707,mc,2023-09-12 11:45:43,BST,Settled,WQWQMX8J2N2J8HH2,GBP,,21.60,1.0,GBP,,21.52,,0.03,0.01,0.04,mcstandarddebit,<auto>,577,,,,,,,,,613
