Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingWebsite,BF42TBD38HSFQ632,17107811-230908095216-69348,mc,2023-09-11 10:03:32,BST,Settled,SFHLJG74DPSBFF32,GBP,,44.00,1,GBP,,43.28,,0.07,0.06,0.59,mccommercialdebit,8250498X7782640,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,N2M363JZCPSBFF32,17106975-230908095552-59991,mc,2023-09-11 10:03:33,BST,Settled,KT5QDL8VRCVPV832,GBP,,103.00,1,GBP,,102.46,,0.16,0.07,0.31,mcstandardcredit,8250540X7782695,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MR3N7CZZM5FJBFG2,17107788-230908095521-9788,mc,2023-09-11 10:03:33,BST,Settled,VSKV7VTM8XNQ4932,GBP,,21.05,1,GBP,,20.91,,0.03,0.05,0.06,mcpremiumcredit,8250537X7782692,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,G8TWC45VSRB99VB2,17107914-230908100648-77440,mc,2023-09-11 10:03:35,BST,Settled,LGR69S368HSFQ632,GBP,,30.95,1,GBP,,30.79,,0.05,0.02,0.09,mcsuperpremiumcredit,8250603X7782753,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QPK3KRM2JFJ5Q4C2,16850523-230908102426-93914,visa,2023-09-11 10:03:44,BST,Settled,PJZZGL8VRCVPV832,GBP,,28.80,1,GBP,,28.64,,0.05,0.02,0.09,visapremiumcredit,8250711X7782876,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,TZD7QSZZM5FJBFG2,17073197-230908102246-15583,visa,2023-09-11 10:03:44,BST,Settled,SJJ6NDFLC8XZ2C32,GBP,,32.75,1,GBP,,32.58,,0.05,0.02,0.10,visastandardcredit,8250680X7782830,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,F9PTXNM2JFJ5Q4C2,17107991-230908101948-70974,visa_applepay,2023-09-11 10:03:44,BST,Settled,KJ44BS368HSFQ632,GBP,,58.50,1,GBP,,58.26,,0.09,0.03,0.12,visa_applepay,8250676X7782826,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FZJT6DQHC8XZ2C32,17068302-230908101856-75799,mc,2023-09-11 10:03:44,BST,Settled,VXRKZQN4N5FJBFG2,GBP,,30.60,1,GBP,,30.41,,0.05,0.05,0.09,mcpremiumcredit,8250675X7782825,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PGKJP8PSW3LJ7XB2,17107935-230908104415-48785,mc_applepay,2023-09-11 10:03:45,BST,Settled,SP2PV6LBW42B7F32,GBP,,64.40,1,GBP,,64.06,,0.10,0.05,0.19,mc_applepay,8250749X7782942,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,WR853R293TP4J4C2,17108060-230908104003-34869,visa_applepay,2023-09-11 10:03:45,BST,Settled,K96BCVTM8XNQ4932,GBP,,29.74,1,GBP,,29.61,,0.05,0.02,0.06,visa_applepay,8250744X7782937,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,SX5TFSTJHXMSC2C2,CC17108035-230908102934-39988,mc,2023-09-11 10:03:58,BST,Settled,XN6BCVTM8XNQ4932,GBP,,65.00,1,GBP,,64.63,,0.10,0.07,0.20,mcpremiumcredit,8250718X7782883,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,KFK748GVHFJ5Q4C2,16990860-230903180103-70999,mc,2023-09-11 10:03:59,BST,Refunded,X2TVRG74DPSBFF32,GBP,96.75,,1,GBP,96.75,,,,,,mcpremiumcredit,8260061X7790653,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,TCQ66WW7W42B7F32,17108163-230908110128-14116,mc,2023-09-11 10:04:00,BST,Settled,R4X8WHCHKBHVM232,GBP,,89.00,1,GBP,,88.50,,0.14,0.09,0.27,mcsuperpremiumcredit,8250814X7783011,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,TMRMZ8F87KLH4FG2,17108147-230908110426-74743,visa,2023-09-11 10:04:11,BST,Settled,BNBCDH3C7KLH4FG2,GBP,,41.45,1,GBP,,41.28,,0.07,0.02,0.08,visastandarddebit,8250817X7783014,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,L6L5NPSFP27PXPB2,17108218-230908111619-66467,mc,2023-09-11 10:04:24,BST,Settled,PBQ5LVTM8XNQ4932,GBP,,26.45,1,GBP,,26.28,,0.04,0.05,0.08,mcstandardcredit,8250896X7783100,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,C9LRC83TN3MGX632,17104379-230908112552-69273,mc,2023-09-11 10:04:37,BST,Settled,RC334JCHKBHVM232,GBP,,15.25,1,GBP,,15.14,,0.02,0.04,0.05,mcpremiumcredit,8250929X7783147,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,K556FQN2JFJ5Q4C2,17107874-230908110628-7980,mc,2023-09-11 10:04:37,BST,Settled,PK5QZDFLC8XZ2C32,GBP,,30.05,1,GBP,,29.89,,0.05,0.05,0.06,mcstandarddebit,8250899X7783103,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VRK26M3TN3MGX632,17106979-230908114748-31990,mc,2023-09-11 10:05:38,BST,Settled,ZV33DRN4N5FJBFG2,GBP,,55.00,1,GBP,,54.67,,0.09,0.07,0.17,mcstandardcredit,8251015X7783246,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DZMLKL6VSRB99VB2,17108266-230908113306-50064,visa,2023-09-11 10:05:38,BST,Settled,BF2STN2DSSQ29C32,GBP,,34.55,1,GBP,,34.37,,0.06,0.02,0.10,visastandardcredit,8250938X7783154,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,RVS9PS45G3VMPPG2,17081257-230908112716-48449,mc,2023-09-11 10:05:38,BST,Settled,JMJX2H74DPSBFF32,GBP,,85.50,1,GBP,,85.02,,0.14,0.08,0.26,mcsuperpremiumcredit,8250933X7783149,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,W9KKN34TN3MGX632,17108480-230908121329-22068,mc,2023-09-11 10:05:39,BST,Settled,QGPDC8QP4QNTF232,GBP,,41.45,1,GBP,,41.20,,0.07,0.06,0.12,mcpremiumcredit,8251133X7783403,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DJQMKMP2JFJ5Q4C2,17108473-230908121021-58427,mc,2023-09-11 10:05:39,BST,Settled,FCQPLH3C7KLH4FG2,GBP,,25.55,1,GBP,,25.38,,0.04,0.05,0.08,mcstandardcredit,8251127X7783397,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XP6HVCG87KLH4FG2,17108436-230908120727-3971,visa,2023-09-11 10:05:39,BST,Settled,ZDFDQS368HSFQ632,GBP,,69.00,1,GBP,,68.72,,0.11,0.03,0.14,visastandarddebit,8251125X7783395,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,CTP8C6493TP4J4C2,17104951-230908120026-25679,visa,2023-09-11 10:05:39,BST,Settled,SWTZ6JCHKBHVM232,GBP,,28.80,1,GBP,,28.67,,0.05,0.02,0.06,visastandarddebit,8251077X7783324,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JGCL4ZP2JFJ5Q4C2,17078389-230908122834-88499,mc,2023-09-11 10:05:40,BST,Settled,WRJWQVTM8XNQ4932,GBP,,60.00,1,GBP,,59.65,,0.10,0.07,0.18,mcpremiumcredit,8251244X7783512,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BFLLTT32N5FJBFG2,17108509-230908122029-46679,visa,2023-09-11 10:05:40,BST,Settled,JKPG7JCHKBHVM232,GBP,,34.55,1,GBP,,34.40,,0.06,0.02,0.07,visapremiumdebit,8251196X7783456,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,S3363GRVVMNNWPG2,17103698-230908124249-76228,visa_applepay,2023-09-11 10:05:41,BST,Settled,T9B3SVTM8XNQ4932,GBP,,39.95,1,GBP,,39.79,,0.06,0.02,0.08,visa_applepay,8251283X7783571,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XF323865G3VMPPG2,16909069-230908124748-32687,mc,2023-09-11 10:05:43,BST,Settled,MVJF8H74DPSBFF32,GBP,,52.50,1,GBP,,52.20,,0.08,0.06,0.16,mcpremiumcredit,8251319X7783604,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H932WPZ7W42B7F32,17041219-230908124534-50784,mc,2023-09-11 10:05:43,BST,Settled,Z7KF8H74DPSBFF32,GBP,,53.10,1,GBP,,52.79,,0.08,0.07,0.16,mcsuperpremiumcredit,8251316X7783601,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LMVCRD6M4QNTF232,17082875-230908132208-47665,mc_applepay,2023-09-11 10:05:43,BST,Settled,SWG49H74DPSBFF32,GBP,,27.00,1,GBP,,26.88,,0.04,0.03,0.05,mc_applepay,8251444X7783780,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XPF3B8WH8GDNQPB2,17046184-230903162013-58978,mc,2023-09-11 10:05:45,BST,Refunded,ZRXGBH74DPSBFF32,GBP,36.75,,1,GBP,36.75,,,,,,mcstandardcredit,8260063X7790655,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,D5X3XF343TP4J4C2,17075816-230902212625-75927,mc,2023-09-11 10:05:45,BST,Refunded,D4586P2DSSQ29C32,GBP,15.30,,1,GBP,15.30,,,,,,mcstandarddebit,8260062X7790654,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,P6LJZ95TN3MGX632,17108759-230908132403-22754,visa,2023-09-11 10:05:45,BST,Settled,N8KZXS368HSFQ632,GBP,,65.00,1,GBP,,64.67,,0.10,0.03,0.20,visastandardcredit,8251447X7783783,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DQSQH2R2JFJ5Q4C2,17108794-230908133011-66284,mc,2023-09-11 10:05:46,BST,Settled,CS8BZVTM8XNQ4932,GBP,,53.10,1,GBP,,52.79,,0.08,0.07,0.16,mcpremiumcredit,8251486X7783829,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,M23ZRQ6M4QNTF232,17103868-230908134230-5961,mc,2023-09-11 10:05:46,BST,Settled,J9C9N8QP4QNTF232,GBP,,31.50,1,GBP,,31.31,,0.05,0.05,0.09,mcstandardcredit,8251526X7783879,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,ZR73KKM4D7J83VB2,16890997-230908134220-96075,mc,2023-09-11 10:05:46,BST,Settled,L6QS7P2DSSQ29C32,GBP,,88.33,1,GBP,,87.61,,0.14,0.32,0.26,mcpremiumcredit,8251525X7783878,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,ZNF63M75G3VMPPG2,17108938-230908140729-96510,mc,2023-09-11 10:05:47,BST,Settled,DC37M7LBW42B7F32,GBP,,26.10,1,GBP,,25.90,,0.04,0.11,0.05,mcstandarddebit,8251661X7784052,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MJ94MWFLDNDKFXB2,17108924-230908135904-20677,mc_applepay,2023-09-11 10:05:48,BST,Settled,ZS6SJJCHKBHVM232,GBP,,41.75,1,GBP,,41.56,,0.07,0.04,0.08,mc_applepay,8251608X7783986,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PNS4VDZJHXMSC2C2,17013625-230908135655-14813,mc_applepay,2023-09-11 10:05:48,BST,Settled,F3GNRRN4N5FJBFG2,GBP,,34.20,1,GBP,,34.02,,0.05,0.03,0.10,mc_applepay,8251604X7783982,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,V7J64T75G3VMPPG2,16107586-230908142012-8355,mc,2023-09-11 10:05:49,BST,Settled,R5DCSRN4N5FJBFG2,GBP,,138.00,1,GBP,,137.25,,0.22,0.12,0.41,mcsuperpremiumcredit,8251728X7784111,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MC368LBN8GDNQPB2,17109010-230908141638-10269,visa,2023-09-11 10:05:49,BST,Settled,JQ32R8QP4QNTF232,GBP,,39.95,1,GBP,,39.79,,0.06,0.02,0.08,visastandarddebit,8251722X7784106,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,W2P2F87M4QNTF232,17108974-230908140646-72860,mc,2023-09-11 10:05:49,BST,Settled,C2D6LJCHKBHVM232,GBP,,56.25,1,GBP,,55.92,,0.09,0.07,0.17,mcpremiumcredit,8251665X7784056,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VZVSVTBK8XNQ4932,17099306-230908140749-23979,visa,2023-09-11 10:05:49,BST,Settled,ZR3HX4PWN3MGX632,GBP,,39.20,1,GBP,,39.04,,0.06,0.02,0.08,visastandarddebit,8251662X7784053,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PN78XFJ9SSQ29C32,17070258-230908145248-78750,mc,2023-09-11 10:05:50,BST,Settled,WHJK2J3C7KLH4FG2,GBP,,39.00,1,GBP,,38.76,,0.06,0.06,0.12,mcpremiumcredit,8251837X7784229,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,F8N6S62KHXMSC2C2,17084615-230908144114-89003,visa,2023-09-11 10:05:50,BST,Settled,WGWR2J3C7KLH4FG2,GBP,,80.00,1,GBP,,79.68,,0.13,0.03,0.16,visastandarddebit,8251788X7784183,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,KV45TM38W42B7F32,17108953-230908143530-17347,visa,2023-09-11 10:05:50,BST,Settled,WZ2PP7LBW42B7F32,GBP,,30.95,1,GBP,,30.82,,0.05,0.02,0.06,visastandarddebit,8251783X7784178,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LLNCRX75G3VMPPG2,17109052-230908142744-59359,mc_applepay,2023-09-11 10:05:50,BST,Settled,Q3HDCM8VRCVPV832,GBP,,35.45,1,GBP,,35.25,,0.06,0.03,0.11,mc_applepay,8251752X7784141,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,X4FM3KBVSRB99VB2,17091822-230908152022-58693,visa,2023-09-11 10:05:50,BST,Settled,FZNW3J3C7KLH4FG2,GBP,,30.05,1,GBP,,29.92,,0.05,0.02,0.06,visastandarddebit,8251961X7784345,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,G875MKTDKBHVM232,17109250-230908151026-87509,mc_applepay,2023-09-11 10:05:51,BST,Settled,JJ8JDM8VRCVPV832,GBP,,85.00,1,GBP,,84.53,,0.14,0.07,0.26,mc_applepay,8251914X7784315,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,CB5NV68M4QNTF232,17109218-230908150445-11067,visa,2023-09-11 10:05:51,BST,Settled,RHJ3T8QP4QNTF232,GBP,,31.85,1,GBP,,31.72,,0.05,0.02,0.06,visastandarddebit,8251870X7784262,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,SGCPP548W42B7F32,17078442-230908150404-28141,visa,2023-09-11 10:05:51,BST,Settled,RWMQDM8VRCVPV832,GBP,,63.20,1,GBP,,62.88,,0.10,0.03,0.19,visapremiumcredit,8251869X7784261,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VLF646T2JFJ5Q4C2,17109347-230908153249-35824,mc,2023-09-11 10:05:51,BST,Settled,H5NQFP2DSSQ29C32,GBP,,66.75,1,GBP,,66.37,,0.11,0.07,0.20,mcpremiumcredit,8251996X7784382,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PDTV5VPZCPSBFF32,16622704-230908152914-26027,mc,2023-09-11 10:05:52,BST,Settled,F3V29WTM8XNQ4932,GBP,,55.00,1,GBP,,54.67,,0.09,0.07,0.17,mcpremiumcredit,8251989X7784375,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GG7HV6NBXJGTK2C2,16684293-230908152255-87072,visa,2023-09-11 10:05:52,BST,Settled,RBRFS7LBW42B7F32,GBP,,55.80,1,GBP,,55.51,,0.09,0.03,0.17,visastandardcredit,8251965X7784349,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MK6TL2WVVMNNWPG2,17053732-230908161011-72955,visa_applepay,2023-09-11 10:05:53,BST,Settled,SK9V9T368HSFQ632,GBP,,38.15,1,GBP,,37.96,,0.06,0.02,0.11,visa_applepay,8252100X7784484,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XF5NVMRRRCVPV832,17109496-230908160655-38722,mc,2023-09-11 10:05:54,BST,Settled,HJX855PWN3MGX632,GBP,,22.85,1,GBP,,22.69,,0.04,0.05,0.07,mcstandardcredit,8252097X7784481,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,ZTB5ZZ48W42B7F32,17109432-230908155333-28186,mc,2023-09-11 10:05:54,BST,Settled,K5N28J3C7KLH4FG2,GBP,,70.00,1,GBP,,69.60,,0.11,0.08,0.21,mcsuperpremiumcredit,8252058X7784437,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,RGMG8LDK8XNQ4932,17108240-230908154709-20469,mc,2023-09-11 10:05:55,BST,Settled,BJLT65PWN3MGX632,GBP,,30.95,1,GBP,,30.76,,0.05,0.05,0.09,mcstandardcredit,8252050X7784430,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,RQPVBKM38HSFQ632,17109643-230908164655-53679,visa,2023-09-11 10:05:55,BST,Settled,F6WJSJCHKBHVM232,GBP,,34.55,1,GBP,,34.40,,0.06,0.02,0.07,visastandarddebit,8252188X7784569,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,C8TMZKQZCPSBFF32,17108136-230908161102-26306,visa,2023-09-11 10:05:55,BST,Settled,GX58DWTM8XNQ4932,GBP,,18.00,1,GBP,,17.91,,0.03,0.02,0.04,visastandarddebit,8252101X7784485,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,S7WDXK2GP27PXPB2,17109709-230908165300-2142,paywithgoogle,2023-09-11 10:05:55,BST,Settled,NRZNDWTM8XNQ4932,GBP,,32.00,1,GBP,,31.73,,0.05,0.12,0.10,mcstandardcredit,8252197X7784578,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BC5F6RWVVMNNWPG2,17109638-230908164944-75424,visa,2023-09-11 10:05:56,BST,Settled,SK8K4SN4N5FJBFG2,GBP,,22.00,1,GBP,,21.90,,0.04,0.02,0.04,visastandarddebit,8252194X7784575,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GJZ8ZL3PM5FJBFG2,17055593-230829110941-84298,mc,2023-09-11 10:06:05,BST,Refunded,JTMJBJ3C7KLH4FG2,GBP,24.00,,1,GBP,24.00,,,,,,mcstandarddebit,8260064X7790657,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GJZ8ZL3PM5FJBFG2,17055593-230829110941-84298,mc,2023-09-11 10:06:05,BST,Refunded,M42LMM8VRCVPV832,GBP,18.75,,1,GBP,18.75,,,,,,mcstandarddebit,8260064X7790656,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BBFJWZFK8XNQ4932,17109769-230908170757-12661,mc,2023-09-11 10:06:20,BST,Settled,DM65NP2DSSQ29C32,GBP,,51.75,1,GBP,,51.45,,0.08,0.06,0.16,mcpremiumcredit,8252231X7784608,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FVVNSTM38HSFQ632,17109757-230908170447-31703,visa_applepay,2023-09-11 10:06:20,BST,Settled,BHMCNP2DSSQ29C32,GBP,,24.30,1,GBP,,24.19,,0.04,0.02,0.05,visa_applepay,8252214X7784595,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,KVMV4QRZCPSBFF32,17109804-230908171620-14047,mc,2023-09-11 10:06:21,BST,Settled,HCJSDJ3C7KLH4FG2,GBP,,27.95,1,GBP,,27.80,,0.04,0.05,0.06,mcstandarddebit,8252259X7784620,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,B553FT4KHXMSC2C2,17109750-230908171402-83542,mc,2023-09-11 10:06:21,BST,Settled,SBVD69QP4QNTF232,GBP,,28.95,1,GBP,,28.79,,0.05,0.02,0.09,mcstandardcredit,8252236X7784613,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LSP4T8QBXJGTK2C2,17109832-230908172120-6372,mc,2023-09-11 10:06:22,BST,Settled,J9WPFJ3C7KLH4FG2,GBP,,72.25,1,GBP,,71.83,,0.12,0.08,0.22,mcsuperpremiumcredit,8252266X7784626,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PX52H5N38HSFQ632,17109815-230908171821-1278,mc_applepay,2023-09-11 10:06:22,BST,Settled,QHLTQP2DSSQ29C32,GBP,,80.00,1,GBP,,79.56,,0.13,0.07,0.24,mc_applepay,8252265X7784625,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,CVFPST68W42B7F32,16907291-230908173952-60064,mc,2023-09-11 10:06:23,BST,Settled,FB9BLT368HSFQ632,GBP,,76.00,1,GBP,,75.57,,0.12,0.08,0.23,mcstandardcredit,8252301X7784661,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BWSR5BW2JFJ5Q4C2,17109857-230908173629-70506,visa,2023-09-11 10:06:23,BST,Settled,VJ5R58LBW42B7F32,GBP,,48.95,1,GBP,,48.69,,0.08,0.03,0.15,visapremiumcredit,8252297X7784657,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,S2LHTMKLDNDKFXB2,17067864-230908173211-18309,mc,2023-09-11 10:06:23,BST,Settled,CQJZ58LBW42B7F32,GBP,,36.00,1,GBP,,35.81,,0.06,0.06,0.07,mcsuperpremiumdebit,8252278X7784637,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H8NS2HC5G3VMPPG2,17109749-230908174905-51898,visa_applepay,2023-09-11 10:06:31,BST,Settled,MJBLSM8VRCVPV832,GBP,,69.30,1,GBP,,69.02,,0.11,0.03,0.14,visa_applepay,8252331X7784679,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JSFWJBTRRCVPV832,17109660-230908174113-50569,mc,2023-09-11 10:06:31,BST,Settled,PFNLCSN4N5FJBFG2,GBP,,56.70,1,GBP,,56.37,,0.09,0.07,0.17,mcstandardcredit,8252303X7784663,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JDTCXWKLDNDKFXB2,17105599-230908174832-54997,visa,2023-09-11 10:06:32,BST,Settled,F8FSTP2DSSQ29C32,GBP,,84.00,1,GBP,,83.67,,0.13,0.03,0.17,visastandarddebit,8252333X7784681,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,SFJH5SXSW3LJ7XB2,17109861-230908175639-57078,mc,2023-09-11 10:06:45,BST,Settled,DW5C4J74DPSBFF32,GBP,,120.60,1,GBP,,120.07,,0.19,0.10,0.24,mcstandarddebit,8252344X7784692,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GJVG57FVSRB99VB2,17109949-230908175144-25250,visa,2023-09-11 10:06:45,BST,Settled,SNSBD9QP4QNTF232,GBP,,23.75,1,GBP,,23.64,,0.04,0.02,0.05,visastandarddebit,8252337X7784685,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,HHNR3CSZCPSBFF32,16877837-230908175129-89380,visa,2023-09-11 10:06:45,BST,Settled,VSJBB8LBW42B7F32,GBP,,35.95,1,GBP,,35.76,,0.06,0.02,0.11,visapremiumcredit,8252336X7784684,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QDDTX2P38HSFQ632,17110020-230908181243-80201,visa_applepay,2023-09-11 10:06:45,BST,Settled,ZBPBXP2DSSQ29C32,GBP,,111.50,1,GBP,,111.06,,0.18,0.04,0.22,visa_applepay,8252362X7784707,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,S39WDZQBXJGTK2C2,17109920-230908180127-19285,mc,2023-09-11 10:06:46,BST,Settled,NLRBNJ3C7KLH4FG2,GBP,,53.34,1,GBP,,52.89,,0.09,0.20,0.16,mcpremiumcredit,8252354X7784700,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,KL8QHS3GP27PXPB2,17110009-230908180305-12336,mc,2023-09-11 10:06:46,BST,Settled,KK766J74DPSBFF32,GBP,,89.10,1,GBP,,88.60,,0.14,0.09,0.27,mcstandardcredit,8252353X7784699,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,S3BT536KHXMSC2C2,17019306-230908182318-88031,mc,2023-09-11 10:06:47,BST,Settled,C4HWC8LBW42B7F32,GBP,,30.05,1,GBP,,29.89,,0.05,0.05,0.06,mcstandarddebit,8252390X7784722,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DSNQK6P38HSFQ632,17086440-230908182005-2914,mc_applepay,2023-09-11 10:06:47,BST,Settled,GB6DM5PWN3MGX632,GBP,,42.30,1,GBP,,42.11,,0.07,0.04,0.08,mc_applepay,8252387X7784719,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MBNSJRGN8GDNQPB2,17110025-230908181734-8609,mc_applepay,2023-09-11 10:06:47,BST,Settled,CW6B9KCHKBHVM232,GBP,,72.90,1,GBP,,72.57,,0.12,0.06,0.15,mc_applepay,8252384X7784716,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,TQLTT24GP27PXPB2,17056191-230908181547-69099,visa,2023-09-11 10:06:47,BST,Settled,P49J9KCHKBHVM232,GBP,,63.00,1,GBP,,62.74,,0.10,0.03,0.13,visastandarddebit,8252382X7784714,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,STFDV5ZDKBHVM232,17110081-230908183525-37321,mc,2023-09-11 10:07:12,BST,Settled,T2K7BKCHKBHVM232,GBP,,68.40,1,GBP,,68.01,,0.11,0.07,0.21,mcpremiumcredit,8252405X7784737,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LBVRW86KHXMSC2C2,17110032-230908183407-8664,mc,2023-09-11 10:07:12,BST,Settled,RXN9F8LBW42B7F32,GBP,,13.50,1,GBP,,13.39,,0.02,0.06,0.03,mcstandarddebit,8252404X7784736,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MVLKS66KHXMSC2C2,17090963-230908183034-65292,visa,2023-09-11 10:07:12,BST,Settled,NDNQN5PWN3MGX632,GBP,,28.80,1,GBP,,28.67,,0.05,0.02,0.06,visastandarddebit,8252393X7784725,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XWF48ZFVSRB99VB2,17109987-230908183602-35980,mc,2023-09-11 10:07:13,BST,Settled,M7CVG8LBW42B7F32,GBP,,15.30,1,GBP,,15.19,,0.02,0.04,0.05,mcstandardcredit,8252406X7784738,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LPHC4S6KHXMSC2C2,17109209-230908190534-27047,mc,2023-09-11 10:07:14,BST,Settled,MQ2XBJ74DPSBFF32,GBP,,47.95,1,GBP,,47.67,,0.08,0.06,0.14,mcstandardcredit,8252446X7784761,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JXJKZN6KHXMSC2C2,16511083-230908190002-52658,mc_applepay,2023-09-11 10:07:15,BST,Settled,XSRZXT368HSFQ632,GBP,,52.55,1,GBP,,52.31,,0.08,0.05,0.11,mc_applepay,8252435X7784756,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,RSN37P88W42B7F32,17110259-230908192525-76365,mc,2023-09-11 10:07:25,BST,Settled,PXVJQSN4N5FJBFG2,GBP,,50.40,1,GBP,,50.11,,0.08,0.06,0.15,mcstandardcredit,8252475X7784774,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FN795BQ38HSFQ632,16862000-230908192422-19491,visa,2023-09-11 10:07:25,BST,Settled,BTS98Q2DSSQ29C32,GBP,,63.90,1,GBP,,63.58,,0.10,0.03,0.19,visastandardcredit,8252474X7784773,564,,,,,,,,,
