Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingPOS,NG2LS7GSP66J8C52,618A0118193,visa,2023-09-11 11:56:40,BST,Refunded,VV277M7MDT3TLKH2,GBP,31.50,,1,GBP,31.50,,,,,,visapremiumcredit,618A0118193,576,,,,,,,,,618
CrewClothing,CrewClothingPOS,X9PWGT45945TK2C2,193A0155852,visa,2023-09-11 11:56:42,BST,Settled,GJWPJHZXG6RTJ482,GBP,,90.00,1,GBP,,89.66,,0.14,0.02,0.18,visastandarddebit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,NLPXZSSCKHCQ4932,222A0137356,visa,2023-09-11 11:56:48,BST,Settled,G3WTKHZXG6RTJ482,GBP,,28.80,1,GBP,,28.68,,0.05,0.01,0.06,visapremiumdebit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,LS39SD5PXNFNTM52,190A0125568,visa,2023-09-11 11:56:49,BST,Settled,Q2SDZLWGFR7CC462,GBP,,18.90,1,GBP,,18.82,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,190
CrewClothing,CrewClothingPOS,LQZ44K4BFG7PV832,2023-09-11 11:55:01,mc,2023-09-11 11:56:55,BST,Settled,RHWVKFRCM29WTRG2,GBP,,6.40,1,GBP,,6.37,,0.01,0.01,0.01,mcstandarddebit,<auto>,576,,,,,,,,,189
CrewClothing,CrewClothingPOS,NK75S6PFF9CTF232,626A0124369,visa,2023-09-11 11:57:01,BST,Settled,TDX44MWGFR7CC462,GBP,,41.30,1,GBP,,41.14,,0.07,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,LRFZRT7FXJGTK2C2,188A0118767,mc,2023-09-11 11:57:04,BST,Refunded,MHXPB4M6JWDMM6G2,GBP,19.79,,1,GBP,19.79,,,,,,mcstandarddebit,188A0118767,576,,,,,,,,,188
CrewClothing,CrewClothingPOS,T8ZM7PC3V9NXZP52,617A0119137,visa,2023-09-11 11:57:04,BST,Settled,NKJFXRVH8KPJDXG2,GBP,,12.60,1,GBP,,12.54,,0.02,0.01,0.03,visastandarddebit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,BMZ5VDDCKWHNWPG2,175A0126250,visa,2023-09-11 11:57:09,BST,Settled,T2DKZRVH8KPJDXG2,GBP,,52.00,1,GBP,,51.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,175
CrewClothing,CrewClothingPOS,KQ48GFP6VJPMQPB2,222A0137357,visa,2023-09-11 11:57:14,BST,Settled,TQB6MSMTFWVFZP72,GBP,,78.00,1,GBP,,77.70,,0.12,0.02,0.16,visastandarddebit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,FNGTRKBVRCVPV832,173A0127314,mc,2023-09-11 11:57:15,BST,Settled,S6JGF4M6JWDMM6G2,GBP,,210.10,1,GBP,,209.05,,0.34,0.08,0.63,mcpremiumcredit,<auto>,576,,,,,,,,,173
CrewClothing,CrewClothingPOS,S9BPPXS29LCH2C52,627A0108820,visa,2023-09-11 11:57:24,BST,Settled,RRRC9MWGFR7CC462,GBP,,58.00,1,GBP,,57.77,,0.09,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,627
CrewClothing,CrewClothingPOS,FHN2ZKVQCHVJFXB2,626A0124370,visa,2023-09-11 11:57:27,BST,Settled,SL7SJ3DH2N2J8HH2,GBP,,29.40,1,GBP,,29.25,,0.05,0.01,0.09,visastandardcredit,<auto>,576,,,,,,,,,626
CrewClothing,CrewClothingPOS,KGJXC8L6MXVHBFG2,118A0121651,visa,2023-09-11 11:57:37,BST,Settled,ZB64M3DH2N2J8HH2,GBP,,27.00,1,GBP,,26.90,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,118
CrewClothing,CrewClothingPOS,D3JLBHFHKBHVM232,2023-09-11 11:56:41,mc,2023-09-11 11:57:47,BST,Settled,X9DNHD8XXH7NT6G2,GBP,,21.00,1,GBP,,20.92,,0.03,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,MNG79297D7J83VB2,225A0136487,mc,2023-09-11 11:57:47,BST,Settled,FFDNHD8XXH7NT6G2,GBP,,109.00,1,GBP,,108.57,,0.17,0.04,0.22,mcstandarddebit,<auto>,576,,,,,,,,,225
CrewClothing,CrewClothingPOS,QBM5TQHG3WBJ8C52,147A0127155,visa,2023-09-11 11:57:57,BST,Settled,H2FHDSVH8KPJDXG2,GBP,,25.00,1,GBP,,24.87,,0.04,0.01,0.08,visapremiumcredit,<auto>,576,,,,,,,,,147
CrewClothing,CrewClothingPOS,H5HTX94JVQMFQ632,617A0119138,visa,2023-09-11 11:58:01,BST,Settled,H2XGLJ9QRXVH6XG2,GBP,,31.50,1,GBP,,31.38,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,G8DNGDHLC8XZ2C32,195A0115983,mc,2023-09-11 11:58:12,BST,Refunded,DW2DPD8XXH7NT6G2,GBP,37.80,,1,GBP,37.80,,,,,,mcstandarddebit,195A0115983,576,,,,,,,,,195
CrewClothing,CrewClothingPOS,C84RZLLMHXMSC2C2,625A0116185,mc,2023-09-11 11:58:22,BST,Settled,Z2SMRD8XXH7NT6G2,GBP,,57.40,1,GBP,,57.11,,0.09,0.03,0.17,mcpremiumcredit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,G42HLZCT7LBVM232,2023-09-11 11:57:19,mc,2023-09-11 11:58:34,BST,Settled,RK9WNSVH8KPJDXG2,GBP,,10.40,1,GBP,,10.34,,0.02,0.01,0.03,mcsuperpremiumcredit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,Z2H5VM3949PDPK52,147A0127154,mc,2023-09-11 11:58:45,BST,Settled,H88VXD8XXH7NT6G2,GBP,,29.00,1,GBP,,28.84,,0.05,0.02,0.09,mcpremiumcredit,<auto>,576,,,,,,,,,147
CrewClothing,CrewClothingPOS,CW2XXQJJ98QHBFG2,182A0156025,mc,2023-09-11 11:58:46,BST,Settled,HS55DTMTFWVFZP72,GBP,,36.00,1,GBP,,35.81,,0.06,0.02,0.11,mcpremiumcredit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,QSXWGF5PXNFNTM52,103A0123883,visa,2023-09-11 11:58:52,BST,Settled,DXDFZMWGFR7CC462,GBP,,25.00,1,GBP,,24.90,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,S3GFMSBM8M8J7XB2,187A0126894,visa,2023-09-11 11:58:58,BST,Settled,B29R2NWGFR7CC462,GBP,,14.00,1,GBP,,13.93,,0.02,0.01,0.04,visapremiumcredit,<auto>,576,,,,,,,,,187
CrewClothing,CrewClothingPOS,Q9F82N3949PDPK52,188A0118768,mc,2023-09-11 11:59:00,BST,Settled,V2W94F8XXH7NT6G2,GBP,,20.00,1,GBP,,19.90,,0.03,0.01,0.06,mcpremiumcredit,<auto>,576,,,,,,,,,188
CrewClothing,CrewClothingPOS,SKPB8XNM3ZNWRP52,189A0176190,visa,2023-09-11 11:59:01,BST,Settled,VW383NWGFR7CC462,GBP,,56.00,1,GBP,,55.78,,0.09,0.02,0.11,visastandarddebit,<auto>,576,,,,,,,,,189
CrewClothing,CrewClothingPOS,PJJ7ZN9TSX65Q4C2,164A0135282,visa,2023-09-11 11:59:01,BST,Settled,MNKDNJZXG6RTJ482,GBP,,39.20,1,GBP,,39.00,,0.06,0.02,0.12,visapremiumcredit,<auto>,576,,,,,,,,,164
CrewClothing,CrewClothingPOS,P6LL4H23J49H4FG2,2023-09-11 11:57:33,visa,2023-09-11 11:59:02,BST,Settled,MHJG3NWGFR7CC462,GBP,,48.00,1,GBP,,47.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,228
CrewClothing,CrewClothingPOS,MVQK2P9TSX65Q4C2,193A0155853,visa,2023-09-11 11:59:02,BST,Settled,J2MJCN7MDT3TLKH2,GBP,,21.60,1,GBP,,21.52,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,RK9DVVZSKMRSK2C2,182A0156024,mc,2023-09-11 11:59:08,BST,Settled,RLFFNGRCM29WTRG2,GBP,,42.00,1,GBP,,41.83,,0.07,0.02,0.08,mcstandarddebit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,QL39QLBVRCVPV832,178A0118951,mc,2023-09-11 11:59:14,BST,Settled,QBGH7F8XXH7NT6G2,GBP,,110.00,1,GBP,,109.45,,0.18,0.04,0.33,mcpremiumcredit,<auto>,576,,,,,,,,,178
CrewClothing,CrewClothingPOS,N8TSFVDT9XPCHK52,223A0134787,mc,2023-09-11 11:59:37,BST,Settled,PVB97TVH8KPJDXG2,GBP,,28.80,1,GBP,,28.64,,0.05,0.02,0.09,mcstandardcredit,<auto>,576,,,,,,,,,223
CrewClothing,CrewClothingPOS,SM57NQC3V9NXZP52,164A0135283,visa,2023-09-11 11:59:38,BST,Settled,G4GH7TVH8KPJDXG2,GBP,,45.00,1,GBP,,44.82,,0.07,0.02,0.09,visastandarddebit,<auto>,576,,,,,,,,,164
CrewClothing,CrewClothingPOS,SQZTZN4DSSQ29C32,236A0108886,mc,2023-09-11 11:59:39,BST,Settled,Q4N6FF8XXH7NT6G2,GBP,,67.00,1,GBP,,66.73,,0.11,0.03,0.13,mcstandarddebit,<auto>,576,,,,,,,,,236
CrewClothing,CrewClothingPOS,MVJN6DC7X7KCHK52,2023-09-11 11:57:48,visa,2023-09-11 11:59:52,BST,Settled,NDCWQN7MDT3TLKH2,GBP,,36.00,1,GBP,,35.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,213
CrewClothing,CrewClothingPOS,NKRK336WNQ683VB2,223A0134788,visa,2023-09-11 11:59:55,BST,Settled,VXKG4KZXG6RTJ482,GBP,,17.10,1,GBP,,17.03,,0.03,0.01,0.03,visastandarddebit,<auto>,576,,,,,,,,,223
CrewClothing,CrewClothingPOS,HN6T3MBVRCVPV832,113A0202478,mc,2023-09-11 12:00:05,BST,Settled,C2K4MF8XXH7NT6G2,GBP,,15.30,1,GBP,,15.24,,0.02,0.01,0.03,mcstandarddebit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,XV6J9ZZTM3Z9FF32,2023-09-11 11:59:07,mc,2023-09-11 12:00:13,BST,Settled,GCQJZVFWV3RRDKH2,GBP,,17.50,1,GBP,,17.42,,0.03,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,229
CrewClothing,CrewClothingPOS,R3BVMDC7X7KCHK52,616A0140179,visa,2023-09-11 12:00:17,BST,Settled,LRDRNNWGFR7CC462,GBP,,100.00,1,GBP,,99.61,,0.16,0.03,0.20,visastandarddebit,<auto>,576,,,,,,,,,616
CrewClothing,CrewClothingPOS,BG3HP7K28NN97F32,2023-09-11 11:59:27,visa,2023-09-11 12:00:28,BST,Settled,RRC7DKZXG6RTJ482,GBP,,17.50,1,GBP,,17.42,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,229
CrewClothing,CrewClothingPOS,SXFKL397D7J83VB2,192A0152032,mc,2023-09-11 12:00:30,BST,Settled,HX3SSF8XXH7NT6G2,GBP,,17.10,1,GBP,,17.03,,0.03,0.01,0.03,mcstandarddebit,<auto>,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,LN29XDGHMNVCHK52,223A0134789,visa,2023-09-11 12:00:31,BST,Settled,HLF426M6JWDMM6G2,GBP,,45.00,1,GBP,,44.82,,0.07,0.02,0.09,visastandarddebit,<auto>,576,,,,,,,,,223
CrewClothing,CrewClothingPOS,W4TJBK49C2283VB2,187A0126895,mc,2023-09-11 12:00:36,BST,Settled,J3RD89GRFC8X3SG2,GBP,,25.00,1,GBP,,24.90,,0.04,0.01,0.05,mcstandarddebit,<auto>,576,,,,,,,,,187
CrewClothing,CrewClothingPOS,DVVXWH94DPSBFF32,103A0123884,mc,2023-09-11 12:01:14,BST,Settled,CMHS6G8XXH7NT6G2,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,mcstandarddebit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,VZDSKTLQ46H89VB2,198A0115795,mc,2023-09-11 12:01:20,BST,Settled,BDF2KWFWV3RRDKH2,GBP,,26.10,1,GBP,,26.00,,0.04,0.01,0.05,mcstandarddebit,<auto>,576,,,,,,,,,198
CrewClothing,CrewClothingPOS,B7QQHRF82LTNXPB2,183A0159987,visa,2023-09-11 12:01:37,BST,Settled,CRWSLP7MDT3TLKH2,GBP,,181.20,1,GBP,,180.51,,0.29,0.04,0.36,visastandarddebit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,QNNDMB4HDJZQ8HG2,604A0143715,mc,2023-09-11 12:01:42,BST,Settled,FWXXRVMTFWVFZP72,GBP,,78.59,1,GBP,,78.27,,0.13,0.03,0.16,mcstandarddebit,<auto>,576,,,,,,,,,604
CrewClothing,CrewClothingPOS,GH9S8KFHKBHVM232,193A0155854,mc,2023-09-11 12:01:48,BST,Settled,RXGKGG8XXH7NT6G2,GBP,,71.10,1,GBP,,70.75,,0.11,0.03,0.21,mcsuperpremiumcredit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,Q6S2TBK4FMHJ8C52,222A0137358,mc,2023-09-11 12:01:51,BST,Settled,FBSBN6M6JWDMM6G2,GBP,,70.69,1,GBP,,70.41,,0.11,0.03,0.14,mcstandarddebit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,D9TKPRC3V9NXZP52,216A0118304,mc,2023-09-11 12:01:53,BST,Settled,XGM8BVVH8KPJDXG2,GBP,,98.00,1,GBP,,97.51,,0.16,0.04,0.29,mcstandardcredit,<auto>,576,,,,,,,,,216
CrewClothing,CrewClothingPOS,LGZ6B46WNQ683VB2,151A0160425,visa,2023-09-11 12:02:00,BST,Settled,T3R3SP7MDT3TLKH2,GBP,,66.00,1,GBP,,65.67,,0.11,0.02,0.20,visastandardcredit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,C52WS9BFJKHXZP52,166A0133081,visa,2023-09-11 12:02:02,BST,Settled,L8GD5LZXG6RTJ482,GBP,,42.00,1,GBP,,41.56,,0.07,0.29,0.08,visastandarddebit,<auto>,576,,,,,,,,,166
CrewClothing,CrewClothingPOS,DLH3483QG4L29C32,161A0120332,mc,2023-09-11 12:02:11,BST,Settled,HDV6ML9QRXVH6XG2,GBP,,35.00,1,GBP,,34.85,,0.06,0.02,0.07,mcstandarddebit,<auto>,576,,,,,,,,,161
CrewClothing,CrewClothingPOS,JBV86DRN5CZ89VB2,151A0160426,visa,2023-09-11 12:02:12,BST,Refunded,G6HV7LZXG6RTJ482,GBP,55.00,,1,GBP,55.00,,,,,,visastandardcredit,151A0160426,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,CS46NH8ZM5RNTM52,103A0123885,mc,2023-09-11 12:02:13,BST,Settled,LLD2NG8XXH7NT6G2,GBP,,44.00,1,GBP,,43.78,,0.07,0.02,0.13,mcpremiumcredit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,FT2SPMLZMV4GX632,181A0114111,mc,2023-09-11 12:02:24,BST,Settled,K8Z5RFZ8H8TJGHH2,GBP,,179.00,1,GBP,,178.28,,0.29,0.07,0.36,mcstandarddebit,<auto>,576,,,,,,,,,181
CrewClothing,CrewClothingPOS,M9L8KRMR3K6TF232,154A0131025,visa,2023-09-11 12:02:25,BST,Settled,GTTNX5DH2N2J8HH2,GBP,,103.00,1,GBP,,102.60,,0.16,0.03,0.21,visastandarddebit,<auto>,576,,,,,,,,,154
CrewClothing,CrewClothingPOS,WTWL4RD5JFJ5Q4C2,223A0134790,visa,2023-09-11 12:02:49,BST,Settled,JSDJ57M6JWDMM6G2,GBP,,33.60,1,GBP,,33.47,,0.05,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,223
CrewClothing,CrewClothingPOS,PCQCJCB3RFNR8HG2,198A0115796,visa,2023-09-11 12:03:00,BST,Settled,ZSPX2H8XXH7NT6G2,GBP,,20.70,1,GBP,,20.62,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,198
CrewClothing,CrewClothingPOS,SD9B3CPGBF8JBFG2,617A0119139,visa,2023-09-11 12:03:15,BST,Settled,N9BR5M9QRXVH6XG2,GBP,,169.60,1,GBP,,168.77,,0.27,0.05,0.51,visapremiumcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,PN2J4XSCKHCQ4932,194A0138558,visa,2023-09-11 12:03:25,BST,Settled,WD3JSLZXG6RTJ482,GBP,,65.00,1,GBP,,64.75,,0.10,0.02,0.13,visastandarddebit,<auto>,576,,,,,,,,,194
CrewClothing,CrewClothingPOS,XSQ2NCK4FMHJ8C52,103A0123886,mc,2023-09-11 12:03:33,BST,Settled,QV6HBH8XXH7NT6G2,GBP,,65.00,1,GBP,,64.67,,0.10,0.03,0.20,mcstandardcredit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,M3TW89NBW42B7F32,170A0120244,mc,2023-09-11 12:03:34,BST,Settled,RDLRH7M6JWDMM6G2,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,mcstandarddebit,<auto>,576,,,,,,,,,170
CrewClothing,CrewClothingPOS,GT54ZGDBNRLZ2C32,151A0160427,visa,2023-09-11 12:03:35,BST,Settled,G74SVLZXG6RTJ482,GBP,,18.89,1,GBP,,18.81,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,151
CrewClothing,CrewClothingPOS,C8KTDR9TSX65Q4C2,227A0115924,visa,2023-09-11 12:03:35,BST,Settled,CX3V9QWGFR7CC462,GBP,,35.00,1,GBP,,34.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,227
CrewClothing,CrewClothingPOS,P9DH9W7CK6WH7XB2,234A0114342,mc,2023-09-11 12:03:58,BST,Settled,RK3M3RT9GVWXVT32,GBP,,31.50,1,GBP,,31.37,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,234
CrewClothing,CrewClothingPOS,Z679PCCJ2QSH8C52,182A0156026,mc,2023-09-11 12:03:58,BST,Settled,Z5WG2KRCM29WTRG2,GBP,,31.50,1,GBP,,31.37,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,XKJ87HDBNRLZ2C32,192A0152033,visa,2023-09-11 12:04:04,BST,Settled,MGZGJQWGFR7CC462,GBP,,88.44,1,GBP,,88.10,,0.14,0.02,0.18,visastandarddebit,<auto>,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,NLWBDQXXDSCDPK52,177A0117472,visa,2023-09-11 12:04:05,BST,Settled,S7FPJQWGFR7CC462,GBP,,35.10,1,GBP,,34.96,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,177
CrewClothing,CrewClothingPOS,TCPBK987H825Q4C2,176A0112365,visa,2023-09-11 12:04:17,BST,Settled,JRNH2CGRFC8X3SG2,GBP,,65.00,1,GBP,,64.68,,0.10,0.02,0.20,visapremiumcredit,<auto>,576,,,,,,,,,176
CrewClothing,CrewClothingPOS,MMQLH8N9FVCMPPG2,173A0127315,visa,2023-09-11 12:04:21,BST,Refunded,JBF2QGZ8H8TJGHH2,GBP,41.25,,1,GBP,41.25,,,,,,visapremiumdebit,173A0127315,576,,,,,,,,,173
CrewClothing,CrewClothingPOS,CJM6PZZSKMRSK2C2,212A0120278,visa,2023-09-11 12:04:45,BST,Settled,MXP6FKRCM29WTRG2,GBP,,112.00,1,GBP,,111.57,,0.18,0.03,0.22,visapremiumdebit,<auto>,576,,,,,,,,,212
CrewClothing,CrewClothingPOS,LJ4HMRZ35DF29C32,223A0134791,visa,2023-09-11 12:05:25,BST,Settled,W98W6RWGFR7CC462,GBP,,70.20,1,GBP,,69.93,,0.11,0.02,0.14,visastandarddebit,<auto>,576,,,,,,,,,223
CrewClothing,CrewClothingPOS,LBWG43ZQWHWMTM52,153A0120425,visa,2023-09-11 12:05:26,BST,Settled,P463KZFWV3RRDKH2,GBP,,44.00,1,GBP,,43.83,,0.07,0.01,0.09,visastandarddebit,<auto>,576,,,,,,,,,153
CrewClothing,CrewClothingPOS,X54JWNLZMV4GX632,148A0127074,mc,2023-09-11 12:05:28,BST,Settled,ZWSCG7DH2N2J8HH2,GBP,,20.00,1,GBP,,19.90,,0.03,0.01,0.06,mcstandardcredit,<auto>,576,,,,,,,,,148
CrewClothing,CrewClothingPOS,FDWN78GPGR5SC2C2,176A0112366,visa,2023-09-11 12:05:38,BST,Settled,MTCCCHZ8H8TJGHH2,GBP,,59.00,1,GBP,,58.36,,0.09,0.37,0.18,visastandardcredit,<auto>,576,,,,,,,,,176
CrewClothing,CrewClothingPOS,G5S7P2QPP4K4J4C2,192A0152034,mc,2023-09-11 12:05:48,BST,Refunded,SJCR7XVH8KPJDXG2,GBP,29.40,,1,GBP,29.40,,,,,,mcpremiumcredit,192A0152034,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,GGXPFJ6RLS9TK2C2,175A0126251,visa,2023-09-11 12:06:04,BST,Settled,BFT6CXVH8KPJDXG2,GBP,,23.40,1,GBP,,23.30,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,175
CrewClothing,CrewClothingPOS,L42HNCDLNTNNXPB2,113A0202479,visa,2023-09-11 12:06:08,BST,Settled,SJWGR7DH2N2J8HH2,GBP,,49.20,1,GBP,,48.95,,0.08,0.02,0.15,visastandardcredit,<auto>,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,WLSGZP4BFG7PV832,2023-09-11 12:05:05,visa,2023-09-11 12:06:14,BST,Settled,ND5D6ST9GVWXVT32,GBP,,17.60,1,GBP,,17.52,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,162
CrewClothing,CrewClothingPOS,HX4MVDB3RFNR8HG2,146A0122430,mc,2023-09-11 12:06:22,BST,Settled,ZWJQNJ8XXH7NT6G2,GBP,,10.00,1,GBP,,9.95,,0.02,0.01,0.02,mcstandarddebit,<auto>,576,,,,,,,,,146
CrewClothing,CrewClothingPOS,S8RPC8T42RPJFXB2,166A0133082,visa,2023-09-11 12:06:24,BST,Settled,SLZP7LRCM29WTRG2,GBP,,16.00,1,GBP,,15.93,,0.03,0.01,0.03,visastandarddebit,<auto>,576,,,,,,,,,166
CrewClothing,CrewClothingPOS,SWRXZ3SWQF2XRP52,177A0117473,mc,2023-09-11 12:06:25,BST,Settled,RJZPV8M6JWDMM6G2,GBP,,13.50,1,GBP,,13.44,,0.02,0.01,0.03,mcstandarddebit,<auto>,576,,,,,,,,,177
CrewClothing,CrewClothingPOS,FPQDWCFP72TXZP52,2023-09-11 12:05:13,mc,2023-09-11 12:06:28,BST,Refunded,Z26CQJ8XXH7NT6G2,GBP,29.40,,1,GBP,29.40,,,,,,mcstandarddebit,2023-09-11 12:05:13,576,,,,,,,,,234
CrewClothing,CrewClothingPOS,FKWZFN49C2283VB2,2023-09-11 12:05:03,visa,2023-09-11 12:06:33,BST,Settled,PCJ4SHZ8H8TJGHH2,GBP,,29.40,1,GBP,,29.28,,0.05,0.01,0.06,visastandarddebit,<auto>,576,,,,,,,,,133
CrewClothing,CrewClothingPOS,ZXFNZL5C7KLH4FG2,630A0113306,mc,2023-09-11 12:06:33,BST,Settled,M5XGRJ8XXH7NT6G2,GBP,,58.00,1,GBP,,57.71,,0.09,0.03,0.17,mcsuperpremiumcredit,<auto>,576,,,,,,,,,630
CrewClothing,CrewClothingPOS,XLKTHZR8TW94KH52,2023-09-11 12:03:57,visa,2023-09-11 12:06:46,BST,Settled,GBZ9GNZXG6RTJ482,GBP,,27.00,1,GBP,,26.90,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,116
CrewClothing,CrewClothingPOS,T7BLWVMSXN3JBFG2,103A0123887,visa,2023-09-11 12:06:47,BST,Settled,BTBDTRWGFR7CC462,GBP,,24.00,1,GBP,,23.88,,0.04,0.01,0.07,visapremiumcredit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,L4SQRN7K2HC83VB2,192A0152035,mc,2023-09-11 12:07:04,BST,Refunded,SD262P9QRXVH6XG2,GBP,55.00,,1,GBP,55.00,,,,,,mcpremiumcredit,192A0152035,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,RC3D98RWN3MGX632,631A0106490,mc,2023-09-11 12:07:11,BST,Settled,P2954K8XXH7NT6G2,GBP,,52.00,1,GBP,,51.74,,0.08,0.02,0.16,mcstandardcredit,<auto>,576,,,,,,,,,631
CrewClothing,CrewClothingPOS,R3TRR8T42RPJFXB2,214A0117232,visa,2023-09-11 12:07:18,BST,Settled,DGZRMLRCM29WTRG2,GBP,,48.00,1,GBP,,47.46,,0.08,0.32,0.14,visastandardcredit,<auto>,576,,,,,,,,,214
CrewClothing,CrewClothingPOS,RPZNH54PTSFH4FG2,189A0176192,visa,2023-09-11 12:07:35,BST,Settled,G88Z8P9QRXVH6XG2,GBP,,18.00,1,GBP,,17.92,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,189
CrewClothing,CrewClothingPOS,HCQNJXP2SLS89VB2,183A0159988,visa,2023-09-11 12:07:58,BST,Settled,WXJJN8DH2N2J8HH2,GBP,,20.00,1,GBP,,19.92,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,B489PTD5JFJ5Q4C2,616A0140180,mc,2023-09-11 12:08:10,BST,Settled,CMQKKK8XXH7NT6G2,GBP,,60.90,1,GBP,,60.65,,0.10,0.03,0.12,mcstandarddebit,<auto>,576,,,,,,,,,616
CrewClothing,CrewClothingPOS,GNGW9DBFJKHXZP52,2023-09-11 12:06:08,mc,2023-09-11 12:08:27,BST,Settled,DNN7XS7MDT3TLKH2,GBP,,12.60,1,GBP,,12.53,,0.02,0.01,0.04,mcsuperpremiumcredit,<auto>,576,,,,,,,,,133
CrewClothing,CrewClothingPOS,X2SNFNB7VT5VM232,2023-09-11 12:07:17,visa,2023-09-11 12:09:12,BST,Refunded,PR5M2TWGFR7CC462,GBP,29.40,,1,GBP,29.40,,,,,,visastandarddebit,2023-09-11 12:07:17,576,,,,,,,,,113
CrewClothing,CrewClothingPOS,ZSFJ66T29LCH2C52,625A0116186,visa,2023-09-11 12:09:12,BST,Settled,GJQGBT7MDT3TLKH2,GBP,,38.50,1,GBP,,38.35,,0.06,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,625
CrewClothing,CrewClothingPOS,D3GN6R7L4WJPV832,131A0119078,visa,2023-09-11 12:09:12,BST,Settled,WQQGBT7MDT3TLKH2,GBP,,59.00,1,GBP,,58.77,,0.09,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,131
CrewClothing,CrewClothingPOS,G7RDNK3HWCXSK2C2,229A0139663,visa,2023-09-11 12:09:17,BST,Settled,S8H3HFGRFC8X3SG2,GBP,,193.30,1,GBP,,192.36,,0.31,0.05,0.58,visapremiumcredit,<auto>,576,,,,,,,,,229
